scaffold	begin	end	transposable	taxonomy	vog
NZ_CP020603.1	665927	686899	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173
NZ_CP020603.1	864814	869507	False	Unknown	VOG7465, VOG0938, VOG8243, VOG0267, VOG3772, VOG4593, VOG1364
NZ_CP020603.1	874960	904170	False	Siphoviridae	VOG4851, VOG0189, VOG0025, VOG6438, VOG4552, VOG0615, VOG0438, VOG0300, VOG4841, VOG6182, VOG4556, VOG4568, VOG4553, VOG0204, VOG4589, VOG0724, VOG9890, VOG0847, VOG0848, VOG0850, VOG9856, VOG4701, VOG4598, VOG5820, VOG5260
NZ_CP020603.1	1341727	1383474	True	Siphoviridae	VOG2154, VOG2153, VOG6855, VOG4791, VOG3992, VOG8525, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG1564, VOG3998, VOG10847, VOG3999, VOG3995, VOG3556, VOG4001, VOG10848, VOG4795, VOG8528, VOG4002, VOG4003, VOG4004, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG8529, VOG3178, VOG0438, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG9868, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980, VOG2174
NZ_CP020603.1	2774505	2823662	False	Siphoviridae	VOG0275, VOG8348, VOG0244, VOG5531, VOG8349, VOG4548, VOG0083, VOG7884, VOG0719, VOG1309, VOG4600, VOG1636, VOG7473, VOG6865, VOG6864, VOG0159, VOG6413, VOG2215, VOG6971, VOG5994, VOG0025, VOG4813, VOG4693, VOG7106, VOG0615, VOG0796, VOG4544, VOG7470, VOG2464, VOG5027, VOG2466, VOG5296, VOG2467, VOG2468, VOG2469, VOG0697, VOG2471, VOG5601, VOG2473, VOG10177, VOG5277, VOG1539, VOG3179, VOG4743, VOG7568, VOG4547, VOG6174, VOG6173
NZ_CP020603.1	3655905	3696181	True	Podoviridae	VOG6672, VOG0035, VOG2325, VOG2326, VOG3741, VOG3740, VOG3739, VOG3738, VOG0030, VOG8507, VOG8625, VOG0765, VOG6438, VOG0296, VOG5837, VOG0292, VOG9665, VOG5751, VOG4548, VOG4829, VOG10933, VOG7107, VOG0298, VOG6272, VOG8432, VOG1026, VOG2069, VOG7530, VOG4567, VOG5995, VOG0623, VOG1309, VOG4600, VOG9738, VOG9737, VOG8467, VOG8466, VOG8348, VOG6057, VOG6128, VOG0942, VOG8243, VOG0275
NZ_CP020603.1	3891867	3953162	True	Siphoviridae	VOG4588, VOG3448, VOG6173, VOG6174, VOG4547, VOG5260, VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG0847, VOG4735, VOG3446, VOG8431, VOG3851, VOG9632, VOG0242, VOG4553, VOG4573, VOG4556, VOG9636, VOG7511, VOG9637, VOG2125, VOG2388, VOG1026, VOG10348, VOG0296, VOG5837, VOG2339, VOG6394, VOG0585, VOG6989, VOG6891, VOG7941, VOG0025, VOG2338, VOG0831, VOG2215, VOG8722, VOG7107, VOG0298, VOG8432, VOG1026, VOG2069, VOG7530, VOG4567, VOG5995, VOG0623, VOG1309, VOG4600, VOG9738, VOG9737, VOG8467, VOG8466, VOG8348, VOG6057, VOG6128, VOG0942, VOG8243, VOG0275
NZ_CP020603.1	4500561	4542153	False	Siphoviridae	VOG2153, VOG6855, VOG4791, VOG3992, VOG8525, VOG5531, VOG8348, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG8528, VOG4002, VOG4003, VOG4004, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG8529, VOG3178, VOG0438, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG9868, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980, VOG2174, VOG2124
NZ_CP020603.1	4828590	4888652	False	Siphoviridae	VOG3448, VOG6173, VOG6174, VOG4547, VOG5260, VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG0847, VOG4735, VOG3446, VOG8431, VOG5873, VOG4589, VOG9632, VOG0242, VOG4553, VOG4573, VOG4556, VOG9636, VOG7511, VOG9637, VOG2125, VOG2388, VOG6438, VOG10348, VOG7416, VOG0296, VOG0944, VOG5532, VOG5837, VOG2149, VOG0292, VOG9665, VOG6891, VOG0025, VOG4851, VOG3851, VOG2186, VOG4995, VOG9466, VOG6418, VOG7107, VOG0298, VOG6272, VOG8432, VOG1026, VOG2069, VOG7530, VOG4567, VOG0623, VOG1309, VOG4600, VOG9738, VOG9737, VOG8467, VOG8466, VOG8348, VOG6057, VOG6128, VOG0942, VOG8243, VOG6256
NZ_CP020603.1	5155859	5186472	False	Siphoviridae	VOG5260, VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG0847, VOG9890, VOG0724, VOG4589, VOG0204, VOG4553, VOG4568, VOG4556, VOG6182, VOG4841, VOG0300, VOG0438, VOG0615, VOG4552, VOG6438, VOG0025, VOG0189, VOG4851, VOG4552
