scaffold	begin	end	transposable	taxonomy	vog
NZ_CP056100.1	679529	700628	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG10969, VOG2073, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173
NZ_CP056100.1	892604	913239	False	Siphoviridae	VOG4636, VOG0189, VOG0025, VOG0156, VOG2096, VOG0615, VOG0300, VOG7152, VOG0975, VOG0051, VOG4361, VOG0833, VOG4672, VOG4364, VOG5492, VOG2167
NZ_CP056100.1	3412583	3424029	False	Myoviridae	VOG0189, VOG0569, VOG2793, VOG0573, VOG2794, VOG4691, VOG8497, VOG2073
NZ_CP056100.1	4563221	4604617	False	Siphoviridae	VOG2154, VOG2153, VOG6855, VOG6086, VOG4791, VOG3992, VOG8527, VOG4892, VOG3993, VOG3995, VOG1564, VOG3998, VOG3999, VOG3556, VOG4000, VOG4001, VOG4795, VOG4002, VOG4003, VOG4004, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG8529, VOG3178, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG9868, VOG4694, VOG11071, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980
NZ_CP056100.1	4797924	4834469	False	Siphoviridae	VOG3447, VOG7568, VOG4743, VOG3179, VOG1539, VOG5277, VOG4545, VOG4735, VOG3428, VOG3427, VOG9583, VOG3446, VOG8431, VOG0204, VOG4556, VOG4553, VOG4437, VOG1384, VOG0615, VOG6438, VOG4559, VOG0086, VOG0618, VOG0292, VOG9665, VOG6891, VOG0025, VOG4636, VOG9438, VOG5994, VOG2338, VOG0248
NZ_CP056100.1	4839937	4848274	False	Unknown	VOG5995, VOG8219, VOG0283, VOG9633, VOG9634, VOG8348, VOG6057, VOG6990, VOG5623, VOG3450, VOG0942, VOG8243
NZ_CP056100.1	5045025	5065738	False	Siphoviridae	VOG6755, VOG2167, VOG5492, VOG4364, VOG4672, VOG0833, VOG4361, VOG0051, VOG0975, VOG7152, VOG0300, VOG0615, VOG2096, VOG0156, VOG0025, VOG0189, VOG4636
NZ_CP056100.1	5228978	5309923	True	Myoviridae	VOG4694, VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG0569, VOG2388, VOG2125, VOG4616, VOG4645, VOG0571, VOG0572, VOG0573, VOG4550, VOG4691, VOG0574, VOG8134, VOG0227, VOG0356, VOG0577, VOG4630, VOG4736, VOG0582, VOG9495, VOG3556, VOG2186, VOG0583, VOG8435, VOG8435, VOG0585, VOG8348, VOG8349, VOG9702, VOG10595, VOG0275, VOG9495, VOG3391, VOG3448, VOG0300, VOG3721, VOG0582, VOG0569, VOG4736, VOG8340, VOG0577, VOG0356, VOG2073, VOG10969, VOG0574, VOG4691, VOG4550, VOG0573, VOG0977, VOG0839, VOG1887, VOG3434, VOG4573, VOG0833, VOG1933, VOG0051, VOG0831, VOG0615, VOG0198, VOG4609, VOG0585, VOG2186, VOG10933, VOG9349, VOG8347, VOG4658, VOG8348, VOG0275, VOG0275
NZ_CP056100.1	5680348	5687977	False	Siphoviridae	VOG4791, VOG5562, VOG5998, VOG0025, VOG2039, VOG2485, VOG9481, VOG4694
NZ_CP056100.1	5949792	5959668	True	Inoviridae	VOG0083, VOG0275, VOG0275, VOG4757, VOG4757
NZ_CP056100.1	6536030	6567640	False	Myoviridae	VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG0569, VOG0615, VOG4616, VOG0237, VOG0571, VOG0572, VOG0573, VOG4550, VOG4691, VOG0574, VOG8134, VOG0227, VOG0356, VOG0577, VOG4630, VOG4781, VOG4736, VOG0582, VOG9624, VOG3556, VOG2186, VOG0583, VOG8435, VOG9749, VOG8349
