identifier	function	contig	start	stop	position	rank	my_status	pp	Final_status	start of attL	end of attL	start of attR	end of attR	sequence of attL	sequence of attR	Reason for att site
BAL062_RS00005	chromosomal replication initiator protein DnaA	NZ_LT594095.1	1	1398	0	0.0011250000000000001	0	0	0
BAL062_RS00010	DNA polymerase III subunit beta	NZ_LT594095.1	1496	2644	1	0.0010588235294117648	0	0	0
BAL062_RS00015	DNA replication/repair protein RecF	NZ_LT594095.1	2659	3741	2	0.001	0	0	0
BAL062_RS00020	DNA topoisomerase (ATP-hydrolyzing) subunit B	NZ_LT594095.1	3794	6262	3	0.0009473684210526316	0	0	0
BAL062_RS00025	cytochrome b562	NZ_LT594095.1	6300	6692	4	0.0009000000000000001	0	0	0
BAL062_RS00030	VTT domain-containing protein	NZ_LT594095.1	7333	6776	5	0.0008571428571428572	0	0	0
BAL062_RS00035	ATP-binding cassette domain-containing protein	NZ_LT594095.1	9515	7584	6	0.0008181818181818183	0	0	0
BAL062_RS00040	RND transporter	NZ_LT594095.1	9772	10776	7	0.000782608695652174	0	0	0
BAL062_RS00045	hypothetical protein	NZ_LT594095.1	11032	12039	8	0.0007500000000000001	0	0.5	0
BAL062_RS00050	hypothetical protein	NZ_LT594095.1	12382	13386	9	0.00072	0	0.5	0
BAL062_RS00055	iron-sulfur cluster insertion protein ErpA	NZ_LT594095.1	13511	13846	10	0.0006923076923076924	0	0	0
BAL062_RS00060	alpha/beta hydrolase	NZ_LT594095.1	14748	13903	11	0.0006666666666666668	0	0	0
BAL062_RS00065	anhydro-N-acetylmuramic acid kinase	NZ_LT594095.1	16003	14876	12	0.0006428571428571429	0	0	0
BAL062_RS00070	tyrosine--tRNA ligase	NZ_LT594095.1	16065	17297	13	0.0006206896551724138	0	0	0
BAL062_RS00100	glutathione S-transferase family protein	NZ_LT594095.1	23669	24268	14	0.0006000000000000001	0	0	0
BAL062_RS00105	TIGR04219 family outer membrane beta-barrel protein	NZ_LT594095.1	25018	24326	15	0.0005333333333333334	0	0	0
BAL062_RS00110	sodium-dependent transporter	NZ_LT594095.1	25650	27128	16	0.00046666666666666666	0	0	0
BAL062_RS00115	methionine/alanine import family NSS transporter small subunit	NZ_LT594095.1	27141	27284	17	0.0003333333333333333	0	0	0
BAL062_RS00120	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	NZ_LT594095.1	28631	27327	18	0.0003333333333333333	0	0	0
BAL062_RS00125	methionyl-tRNA formyltransferase	NZ_LT594095.1	29590	28628	19	0.0002666666666666667	0	0	0
