scaffold	begin	end	transposable	taxonomy	vog
NZ_CP014999.1	626925	672254	True	Myoviridae	VOG0296, VOG7443, VOG0944, VOG5088, VOG0944, VOG5532, VOG0275, VOG0275, VOG2545, VOG0376, VOG2202, VOG10925, VOG2204, VOG2205, VOG2073, VOG6373, VOG2206, VOG4691, VOG2207, VOG2216, VOG0299, VOG4565, VOG0585, VOG2210, VOG2211, VOG2212, VOG2213, VOG0568, VOG0567, VOG0764, VOG0566, VOG3897, VOG4556, VOG0267, VOG8435, VOG3379, VOG6627, VOG0275
NZ_CP014999.1	707011	740113	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173, VOG3427, VOG3428, VOG4735, VOG0847, VOG0848, VOG0850, VOG4701, VOG4598, VOG9340, VOG4365, VOG0980, VOG9340, VOG4365, VOG0980
NZ_CP014999.1	2378292	2402798	False	Myoviridae / Siphoviridae	VOG8347, VOG9349, VOG10933, VOG2186, VOG0585, VOG4609, VOG7152, VOG10525, VOG0051, VOG1933, VOG0833, VOG4573, VOG3434, VOG0976, VOG2167, VOG0348, VOG10071
NZ_CP014999.1	2783556	2841371	False	Siphoviridae	VOG2703, VOG4032, VOG0275, VOG9547, VOG7480, VOG7465, VOG8348, VOG0245, VOG0244, VOG0583, VOG8349, VOG4694, VOG0982, VOG0083, VOG7884, VOG0719, VOG1309, VOG4600, VOG7473, VOG6865, VOG6864, VOG6413, VOG7472, VOG6418, VOG10933, VOG9667, VOG0988, VOG0355, VOG4693, VOG7106, VOG2388, VOG2125, VOG0796, VOG4544, VOG1518, VOG4564, VOG4611, VOG1329, VOG5830, VOG4704, VOG2119, VOG4228, VOG0813, VOG5277, VOG1539, VOG3179, VOG4743, VOG7568, VOG3447, VOG9736, VOG4547, VOG6174, VOG6173, VOG3448, VOG3391, VOG9495
NZ_CP014999.1	3303574	3341317	False	Myoviridae	VOG2154, VOG2153, VOG3992, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4751, VOG4366, VOG4002, VOG0585, VOG7139, VOG6153, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG3178, VOG4006, VOG2165, VOG9857, VOG10953, VOG0356, VOG0577, VOG10898, VOG6163, VOG4736, VOG0569, VOG0582, VOG0573, VOG4550, VOG4691, VOG0574, VOG3674, VOG4694
NZ_CP014999.1	4788764	4834901	False	Siphoviridae	VOG6174, VOG4565, VOG4552, VOG4603, VOG7568, VOG4743, VOG3179, VOG1539, VOG5277, VOG2473, VOG5601, VOG2471, VOG2469, VOG5047, VOG2468, VOG2467, VOG5296, VOG2466, VOG5027, VOG2464, VOG7470, VOG6488, VOG0796, VOG7106, VOG0296, VOG5837, VOG2339, VOG6891, VOG0025, VOG5046, VOG2338, VOG4829, VOG6495, VOG4755, VOG2069, VOG6439, VOG7530, VOG5995, VOG0623, VOG0283, VOG4600, VOG0226, VOG9633, VOG8433, VOG8466, VOG5472, VOG6057, VOG5623, VOG3450, VOG0942
NZ_CP014999.1	5142856	5181742	True	Siphoviridae	VOG10071, VOG0348, VOG2167, VOG0976, VOG3434, VOG4573, VOG0833, VOG1933, VOG0051, VOG10525, VOG7152, VOG2125, VOG2388, VOG6223, VOG0585, VOG2186, VOG4829, VOG0020, VOG2186, VOG8347, VOG2337, VOG2336, VOG2531, VOG3617, VOG8348, VOG0275, VOG0275, VOG2703, VOG0985, VOG2485
NZ_CP014999.1	5640516	5644540	False	Siphoviridae	VOG0025, VOG2039, VOG2485, VOG9481
NZ_CP014999.1	5690292	5732250	False	Siphoviridae	VOG2154, VOG2153, VOG6855, VOG4791, VOG3992, VOG8525, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG1564, VOG3998, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG4002, VOG4003, VOG4004, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG8529, VOG3178, VOG0438, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG9868, VOG4694, VOG11071, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG1419, VOG4780, VOG4365, VOG0980, VOG2174, VOG4548
NZ_CP014999.1	6856461	6892272	False	Siphoviridae	VOG10071, VOG0348, VOG2167, VOG0976, VOG3434, VOG4573, VOG0833, VOG1933, VOG0051, VOG10525, VOG7152, VOG2125, VOG2388, VOG6223, VOG2186, VOG10933, VOG0020, VOG2186, VOG8347, VOG2337, VOG2336, VOG2531, VOG3617, VOG8348
