scaffold	begin	end	transposable	taxonomy	vog
NZ_CP033835.1	290420	318440	False	Myoviridae	VOG7465, VOG5472, VOG9739, VOG0267, VOG4593, VOG1364, VOG9639, VOG2215, VOG4552, VOG4851, VOG0189, VOG0025, VOG2096, VOG4552, VOG0615, VOG3721, VOG7152, VOG0975, VOG0051, VOG1933, VOG0833, VOG4573, VOG3434, VOG0976
NZ_CP033835.1	1539425	1563876	False	Myoviridae	VOG7110, VOG0376, VOG2202, VOG10925, VOG2204, VOG2205, VOG11073, VOG7243, VOG2206, VOG4691, VOG2207, VOG2216, VOG0299, VOG4565, VOG8376, VOG0585, VOG2210, VOG2211, VOG2212, VOG2213, VOG0568, VOG0567, VOG0764, VOG0566, VOG3897, VOG4556, VOG0267
NZ_CP033835.1	1842485	1884076	True	Myoviridae	VOG0275, VOG0275, VOG2485, VOG4694, VOG8349, VOG9749, VOG0585, VOG8435, VOG8435, VOG0583, VOG2186, VOG3556, VOG2215, VOG8435, VOG0582, VOG4736, VOG4630, VOG0577, VOG0356, VOG2073, VOG10969, VOG0574, VOG4691, VOG4550, VOG0573, VOG0572, VOG0571, VOG4645, VOG4616, VOG2125, VOG2388, VOG0569, VOG0568, VOG0567, VOG0764, VOG0566, VOG3897, VOG4556, VOG0189
NZ_CP033835.1	1985804	1992508	False	Unknown	VOG3477, VOG0275, VOG0938, VOG8243, VOG9739
NZ_CP033835.1	1998362	2019272	False	Siphoviridae	VOG4636, VOG0025, VOG2096, VOG4552, VOG0615, VOG4547, VOG0300, VOG7152, VOG0975, VOG0051, VOG4361, VOG0833, VOG4672, VOG4364, VOG5492, VOG2167
NZ_CP033835.1	2316542	2382472	True	Siphoviridae	VOG0275, VOG0275, VOG0275, VOG6256, VOG8243, VOG8243, VOG3450, VOG5623, VOG6128, VOG6057, VOG5472, VOG8466, VOG8467, VOG6005, VOG4600, VOG0283, VOG0623, VOG8219, VOG7530, VOG8432, VOG4861, VOG4755, VOG7107, VOG4829, VOG2338, VOG0025, VOG7941, VOG6891, VOG6989, VOG0585, VOG6394, VOG2339, VOG5837, VOG0296, VOG7106, VOG2388, VOG2125, VOG7529, VOG5607, VOG5620, VOG4544, VOG1518, VOG4564, VOG4611, VOG1329, VOG10855, VOG5830, VOG4704, VOG11086, VOG2120, VOG2121, VOG0847, VOG0848, VOG0850, VOG6332, VOG9251, VOG0267, VOG10059, VOG4701, VOG4598, VOG5820, VOG9340, VOG4365, VOG0980, VOG4552, VOG8428, VOG4565, VOG6174
NZ_CP033835.1	3213183	3265808	False	Siphoviridae	VOG0275, VOG6256, VOG8243, VOG8243, VOG3450, VOG5623, VOG6128, VOG6057, VOG5472, VOG8466, VOG8467, VOG6005, VOG4600, VOG0283, VOG0623, VOG5995, VOG7530, VOG8432, VOG4861, VOG4755, VOG7107, VOG8722, VOG2215, VOG2338, VOG0025, VOG7941, VOG6891, VOG6989, VOG0585, VOG6394, VOG2339, VOG5837, VOG0296, VOG9739, VOG6438, VOG0796, VOG6488, VOG7470, VOG2464, VOG5027, VOG2466, VOG5296, VOG2467, VOG6400, VOG2468, VOG2469, VOG0697, VOG2471, VOG5601, VOG2473, VOG5277, VOG1539, VOG3179, VOG4743, VOG7568, VOG4547, VOG6174, VOG6173
NZ_CP033835.1	3508592	3578332	True	Podoviridae	VOG0275, VOG0275, VOG0275, VOG8347, VOG7480, VOG7465, VOG8348, VOG4548, VOG9508, VOG4720, VOG8832, VOG5531, VOG8349, VOG1422, VOG3490, VOG0239, VOG0226, VOG0982, VOG7885, VOG4945, VOG5995, VOG4843, VOG6865, VOG6864, VOG6413, VOG9482, VOG6234, VOG7886, VOG7481, VOG2339, VOG0296, VOG9484, VOG0612, VOG4544, VOG0254, VOG2100, VOG2101, VOG9485, VOG9204, VOG2105, VOG3878, VOG1593, VOG9486, VOG9487, VOG9488, VOG9488, VOG9488, VOG7695, VOG7695, VOG7696, VOG9489, VOG9489, VOG9489, VOG9489, VOG9490, VOG9490, VOG9490, VOG8859, VOG9491, VOG9492, VOG9492, VOG9493, VOG4565, VOG8350, VOG1523, VOG9667
NZ_CP033835.1	4607787	4684193	True	Podoviridae	VOG9667, VOG1523, VOG8350, VOG4565, VOG9493, VOG9492, VOG9491, VOG8859, VOG9490, VOG9489, VOG7696, VOG7695, VOG9488, VOG9487, VOG9486, VOG1593, VOG3878, VOG2105, VOG9204, VOG9485, VOG2101, VOG2100, VOG0254, VOG4544, VOG0612, VOG9484, VOG0296, VOG2339, VOG7481, VOG7886, VOG2338, VOG2215, VOG6418, VOG9483, VOG9482, VOG6413, VOG9852, VOG6864, VOG6865, VOG4843, VOG5995, VOG4945, VOG7885, VOG0982, VOG0226, VOG0239, VOG6450, VOG4658, VOG5531, VOG8832, VOG8348, VOG7465, VOG7480, VOG8347, VOG0275, VOG0275, VOG0275, VOG0377
NZ_CP033835.1	5943487	5979602	False	Siphoviridae	VOG2174, VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG6163, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG2163, VOG0572, VOG4652, VOG1356, VOG5023, VOG5413, VOG4576, VOG6856, VOG6482, VOG4751, VOG5412, VOG2154, VOG2153, VOG6306, VOG6086, VOG7153, VOG6580, VOG2149, VOG4892, VOG2147, VOG7465, VOG5454, VOG2788, VOG2142, VOG6171, VOG2786
