scaffold	begin	end	transposable	taxonomy	vog
NZ_CP015003.1	629499	645639	True	Unknown	VOG0296, VOG7443, VOG0944, VOG5088, VOG0944, VOG5532, VOG0275, VOG0275, VOG0052, VOG4551, VOG3808
NZ_CP015003.1	676279	709381	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173, VOG3427, VOG3428, VOG4735, VOG0847, VOG0848, VOG0850, VOG4701, VOG4598, VOG9340, VOG4365, VOG0980, VOG9340, VOG4365, VOG0980
NZ_CP015003.1	905131	937720	False	Siphoviridae	VOG4636, VOG0025, VOG6438, VOG4552, VOG0615, VOG0300, VOG7152, VOG0975, VOG0051, VOG4361, VOG0833, VOG4672, VOG4364, VOG5492, VOG2167, VOG6163, VOG7243, VOG9307, VOG8434, VOG8434, VOG0275, VOG9547, VOG0938, VOG8243, VOG9739
NZ_CP015003.1	946325	968684	False	Siphoviridae	VOG4636, VOG0025, VOG6438, VOG4552, VOG0615, VOG0300, VOG7152, VOG0975, VOG0051, VOG4361, VOG0833, VOG4672, VOG4364, VOG5492, VOG2167, VOG6163
NZ_CP015003.1	1330540	1364280	False	Siphoviridae	VOG4636, VOG0025, VOG6438, VOG4552, VOG0615, VOG0300, VOG7152, VOG0975, VOG0051, VOG9475, VOG0833, VOG4672, VOG4364, VOG0838, VOG5492, VOG2167, VOG7243, VOG9307, VOG8434, VOG8434, VOG9340, VOG4365, VOG0980, VOG2174, VOG0275, VOG0650
NZ_CP015003.1	1372843	1398269	False	Siphoviridae	VOG4636, VOG0025, VOG6438, VOG4552, VOG0615, VOG0300, VOG7152, VOG0975, VOG0051, VOG9475, VOG0833, VOG4672, VOG4364, VOG0838, VOG5492, VOG2167, VOG7243
NZ_CP015003.1	2514537	2539043	False	Myoviridae / Siphoviridae	VOG8347, VOG9349, VOG10933, VOG2186, VOG0585, VOG4609, VOG7152, VOG10525, VOG0051, VOG1933, VOG0833, VOG4573, VOG3434, VOG0976, VOG2167, VOG0348, VOG10071
NZ_CP015003.1	3402863	3487451	False	Siphoviridae	VOG2154, VOG2153, VOG3992, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4751, VOG4366, VOG4002, VOG0585, VOG7139, VOG6153, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG3178, VOG4006, VOG2165, VOG9857, VOG10953, VOG0356, VOG0577, VOG10898, VOG6163, VOG4736, VOG0569, VOG0582, VOG0573, VOG4550, VOG4691, VOG0574, VOG3674, VOG4694, VOG7298, VOG2215, VOG2786, VOG6171, VOG2142, VOG2788, VOG5454, VOG5531, VOG7465, VOG2147, VOG4892, VOG3992, VOG6580, VOG7153, VOG6086, VOG6306, VOG2152, VOG2153, VOG2154, VOG5412, VOG4751, VOG9452, VOG6856, VOG4576, VOG5023, VOG1356, VOG4652, VOG0572, VOG5003, VOG2163, VOG6012, VOG2790, VOG6404, VOG2164, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG6163, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG4365, VOG0980
NZ_CP015003.1	4925449	4971586	False	Siphoviridae	VOG6174, VOG4565, VOG4552, VOG4603, VOG7568, VOG4743, VOG3179, VOG1539, VOG5277, VOG2473, VOG5601, VOG2471, VOG2469, VOG5047, VOG2468, VOG2467, VOG5296, VOG2466, VOG5027, VOG2464, VOG7470, VOG6488, VOG0796, VOG7106, VOG0296, VOG5837, VOG2339, VOG6891, VOG0025, VOG5046, VOG2338, VOG4829, VOG6495, VOG4755, VOG2069, VOG6439, VOG7530, VOG5995, VOG0623, VOG0283, VOG4600, VOG0226, VOG9633, VOG8433, VOG8466, VOG5472, VOG6057, VOG5623, VOG3450, VOG0942
NZ_CP015003.1	5070378	5100373	False	Siphoviridae	VOG4547, VOG9340, VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG0847, VOG9890, VOG0724, VOG9583, VOG4589, VOG4553, VOG4573, VOG4556, VOG3607, VOG4544, VOG4581, VOG4609, VOG2186, VOG6495
NZ_CP015003.1	5893433	5931999	False	Siphoviridae	VOG2174, VOG0980, VOG4365, VOG4780, VOG1419, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG11071, VOG4694, VOG9868, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG0438, VOG3178, VOG8529, VOG4807, VOG0572, VOG4652, VOG1356, VOG4544, VOG4005, VOG4004, VOG4003, VOG4002, VOG4795, VOG10848, VOG4001, VOG3556, VOG3999, VOG3998, VOG1564, VOG3995, VOG3993, VOG4892, VOG8527, VOG8526, VOG8525, VOG3992, VOG4791, VOG6855
