scaffold	begin	end	transposable	taxonomy	vog
NZ_CP065865.1	6426	7387	False	Unknown	VOG5532
NZ_CP065865.1	726459	759429	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173, VOG3427, VOG3428, VOG4735, VOG0847, VOG0848, VOG0850, VOG4701, VOG4598, VOG9340, VOG4365, VOG0980, VOG9340, VOG4365, VOG0980
NZ_CP065865.1	1545052	1585473	False	Siphoviridae	VOG0944, VOG0945, VOG6990, VOG2913, VOG6057, VOG5472, VOG3580, VOG4567, VOG4720, VOG4571, VOG3659, VOG9639, VOG1931, VOG7107, VOG8722, VOG6418, VOG2545, VOG2215, VOG4851, VOG0355, VOG0296, VOG6438, VOG0376, VOG2545, VOG0615, VOG3721, VOG10991, VOG7152, VOG0975, VOG0051, VOG9475, VOG0833, VOG4672, VOG4364, VOG0838, VOG5492, VOG2167, VOG7243
NZ_CP065865.1	2615223	2639702	False	Siphoviridae	VOG1391, VOG0275, VOG8347, VOG7480, VOG6057, VOG8348, VOG0245, VOG4720, VOG8832, VOG0847, VOG0848, VOG0850, VOG4701, VOG4598, VOG5820, VOG9340, VOG4365, VOG0980, VOG3447, VOG4547, VOG6174
NZ_CP065865.1	2788029	2813491	True	Unknown	VOG3239, VOG0945, VOG0944, VOG4548, VOG1382, VOG4571, VOG4548, VOG0275, VOG0275, VOG5088
NZ_CP065865.1	2965415	3016366	False	Siphoviridae	VOG0275, VOG9547, VOG8348, VOG8832, VOG5531, VOG8349, VOG4694, VOG0083, VOG7884, VOG0719, VOG4360, VOG5562, VOG5752, VOG5995, VOG7473, VOG6865, VOG6864, VOG6413, VOG9482, VOG8428, VOG0355, VOG4693, VOG7106, VOG2388, VOG2125, VOG0796, VOG4544, VOG1912, VOG1915, VOG2779, VOG1942, VOG1527, VOG4564, VOG4704, VOG2119, VOG4228, VOG0813, VOG0847, VOG0848, VOG0850, VOG4701, VOG4598, VOG5820, VOG9340, VOG4365, VOG0980, VOG4547, VOG6174, VOG6173, VOG3448
NZ_CP065865.1	3529401	3550274	False	Myoviridae	VOG4694, VOG3674, VOG0574, VOG4691, VOG4550, VOG0573, VOG0582, VOG0569, VOG4736, VOG6163, VOG10898, VOG0945, VOG0944, VOG0996, VOG0982
NZ_CP065865.1	3637395	3651127	True	Siphoviridae	VOG2153, VOG4791, VOG3992, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG3999, VOG3556, VOG4751, VOG4366, VOG4002, VOG0585, VOG7139, VOG6153, VOG0944
NZ_CP065865.1	4170392	4220010	False	Siphoviridae	VOG3448, VOG3448, VOG6173, VOG4565, VOG8428, VOG4552, VOG4603, VOG7568, VOG4743, VOG3179, VOG1539, VOG5277, VOG8171, VOG2473, VOG5601, VOG2471, VOG0697, VOG4813, VOG2469, VOG2468, VOG6400, VOG2467, VOG5296, VOG2466, VOG5027, VOG2464, VOG7470, VOG6488, VOG0796, VOG6438, VOG9739, VOG0296, VOG0292, VOG9665, VOG6891, VOG0025, VOG2338, VOG4829, VOG6495, VOG7107, VOG7314, VOG8432, VOG2069, VOG7530, VOG5995, VOG0623, VOG1309, VOG4600, VOG9738, VOG9737, VOG8467, VOG5472, VOG4571, VOG6057, VOG6128, VOG5623, VOG6620, VOG8243
NZ_CP065865.1	5062534	5111125	False	Siphoviridae	VOG6173, VOG6174, VOG0614, VOG6394, VOG9736, VOG7568, VOG4743, VOG3179, VOG1539, VOG5277, VOG4545, VOG2473, VOG5601, VOG4813, VOG2469, VOG2468, VOG6400, VOG2467, VOG5296, VOG2466, VOG5027, VOG2464, VOG7470, VOG6488, VOG0796, VOG6438, VOG9739, VOG0296, VOG0292, VOG9665, VOG6891, VOG0025, VOG2338, VOG4829, VOG7107, VOG7314, VOG8432, VOG2069, VOG7530, VOG5995, VOG0623, VOG1309, VOG4600, VOG9738, VOG9737, VOG8467, VOG5472, VOG6057, VOG6128, VOG5623, VOG6620, VOG8243, VOG8243, VOG6256, VOG2308
NZ_CP065865.1	5316407	5339103	True	Siphoviridae	VOG2485, VOG0945, VOG0944, VOG3722, VOG0944, VOG0945, VOG6495, VOG0275, VOG0275, VOG7011, VOG0944, VOG0945
NZ_CP065865.1	5829793	5837422	False	Siphoviridae	VOG4791, VOG5562, VOG5998, VOG0025, VOG2039, VOG2485, VOG9481, VOG4694
