identifier	function	contig	start	stop	position	rank	my_status	pp	Final_status	start of attL	end of attL	start of attR	end of attR	sequence of attL	sequence of attR	Reason for att site
F9K57_RS00005	Merged-or-split: response regulator	NZ_CP045428.1	136	1	0	0.004	0	0	0
F9K57_RS00010	D-alanyl-D-alanine endopeptidase PBP7/8	NZ_CP045428.1	386	1386	1	0.0037647058823529413	0	0	0
F9K57_RS00015	threonine synthase	NZ_CP045428.1	2623	1493	2	0.0035555555555555557	0	0	0
F9K57_RS00020	homoserine dehydrogenase	NZ_CP045428.1	3976	2678	3	0.003473684210526316	0	0	0
F9K57_RS00025	DsbC family protein	NZ_CP045428.1	5033	4220	4	0.0034000000000000002	0	0	0
F9K57_RS00030	site-specific tyrosine recombinase XerD	NZ_CP045428.1	6093	5177	5	0.003428571428571429	0	1.5	0
F9K57_RS00035	ferrous iron transport protein A	NZ_CP045428.1	6236	6499	6	0.004545454545454546	0	0	0
F9K57_RS00040	ferrous iron transporter B	NZ_CP045428.1	6496	8347	7	0.005565217391304348	0	0	0
F9K57_RS00045	hypothetical protein	NZ_CP045428.1	8368	8619	8	0.006583333333333333	0	0.5	0
F9K57_RS00050	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	NZ_CP045428.1	8780	10126	9	0.00808	0	0	0
F9K57_RS00055	putative lipid II flippase FtsW	NZ_CP045428.1	10151	11347	10	0.008538461538461538	0	0	0
F9K57_RS00060	tRNA glutamyl-Q(34) synthetase GluQRS	NZ_CP045428.1	12330	11398	11	0.01214814814814815	0	0	0
F9K57_RS00065	RNA polymerase-binding protein DksA	NZ_CP045428.1	12869	12333	12	0.016642857142857143	0	0	0
F9K57_RS00070	3',5'-cyclic-AMP phosphodiesterase	NZ_CP045428.1	13892	13080	13	0.021310344827586206	0	0	0
F9K57_RS00075	NUDIX domain-containing protein	NZ_CP045428.1	14523	13897	14	0.027399999999999997	0	0	0
F9K57_RS00080	phosphomethylpyrimidine synthase ThiC	NZ_CP045428.1	16476	14599	15	0.03033333333333333	0	0	0
F9K57_RS00085	hypothetical protein	NZ_CP045428.1	17796	16735	16	0.03286666666666666	0	0.5	0
F9K57_RS00090	TetR/AcrR family transcriptional regulator	NZ_CP045428.1	17925	18506	17	0.03459999999999999	0	0	0
F9K57_RS00095	EamA family transporter	NZ_CP045428.1	18499	19404	18	0.036	0	0	0
F9K57_RS00100	TolC family outer membrane protein	NZ_CP045428.1	19500	20831	19	0.038	0	0	0
F9K57_RS00105	phosphate signaling complex protein PhoU	NZ_CP045428.1	20958	21662	20	0.0406	0	0	0
F9K57_RS00110	oxidative damage protection protein	NZ_CP045428.1	22246	21977	21	0.045399999999999996	0	0	0
F9K57_RS00115	argininosuccinate lyase	NZ_CP045428.1	23689	22256	22	0.047599999999999996	0	0	0
F9K57_RS00120	histidine kinase	NZ_CP045428.1	23680	24819	23	0.049466666666666666	0	0	0
F9K57_RS00125	LytTR family DNA-binding domain-containing protein	NZ_CP045428.1	24886	25620	24	0.05046666666666667	0	0	0
F9K57_RS00130	hydroxymethylbilane synthase	NZ_CP045428.1	25709	26638	25	0.05226666666666668	0	0	0
F9K57_RS00135	uroporphyrinogen-III synthase	NZ_CP045428.1	26643	27410	26	0.05453333333333334	0	0	0
F9K57_RS00140	hypothetical protein	NZ_CP045428.1	27419	28258	27	0.056533333333333345	0	0.5	0
F9K57_RS00145	hypothetical protein	NZ_CP045428.1	28349	29461	28	0.057533333333333346	0	0.5	0
F9K57_RS00150	acyl-CoA thioesterase	NZ_CP045428.1	29526	29909	29	0.06093333333333335	0	0	0
F9K57_RS00155	H-NS histone family protein	NZ_CP045428.1	30104	30430	30	0.06313333333333335	0	0	0
F9K57_RS00160	type II secretion system protein N	NZ_CP045428.1	30764	31507	31	0.06366666666666669	0	0	0
F9K57_RS00165	general secretion pathway protein	NZ_CP045428.1	31507	32343	32	0.06400000000000002	0	0	0
F9K57_RS00170	type II secretion system secretin GspD	NZ_CP045428.1	32385	34661	33	0.06426666666666668	0	0	0
F9K57_RS00175	FHA domain-containing protein	NZ_CP045428.1	34702	35331	34	0.06473333333333335	0	0	0
F9K57_RS00180	phosphoglycolate phosphatase	NZ_CP045428.1	35397	36065	35	0.06460000000000002	0	0	0
F9K57_RS00185	anthranilate synthase component I	NZ_CP045428.1	36174	37667	36	0.06400000000000002	0	0	0
F9K57_RS00210	elongation factor Tu	NZ_CP045428.1	38345	39535	37	0.0632	0	0	0
F9K57_RS00220	preprotein translocase subunit SecE	NZ_CP045428.1	39747	40187	38	0.06220000000000001	0	0	0
F9K57_RS00225	transcription termination/antitermination protein NusG	NZ_CP045428.1	40195	40728	39	0.06073333333333335	0	0	0
F9K57_RS00230	50S ribosomal protein L11	NZ_CP045428.1	40837	41265	40	0	0	0	0
F9K57_RS00235	50S ribosomal protein L1	NZ_CP045428.1	41269	41964	41	0	0	0	0
F9K57_RS00240	50S ribosomal protein L10	NZ_CP045428.1	42284	42790	42	0	0	0	0
F9K57_RS00245	50S ribosomal protein L7/L12	NZ_CP045428.1	42833	43204	43	0	0	0	0
F9K57_RS00250	DNA-directed RNA polymerase subunit beta	NZ_CP045428.1	43510	47598	44	0.04013333333333334	0	0	0
F9K57_RS00255	DNA-directed RNA polymerase subunit beta'	NZ_CP045428.1	47685	51878	45	0.0372	0	0	0
F9K57_RS00260	hypothetical protein	NZ_CP045428.1	52046	52411	46	0.03473333333333333	0	0.5	0
F9K57_RS00265	hypothetical protein	NZ_CP045428.1	52626	52982	47	0.032933333333333335	0	0.5	0
F9K57_RS00270	DUF4442 domain-containing protein	NZ_CP045428.1	53508	53011	48	0.030533333333333332	0	0	0
F9K57_RS00275	alpha/beta fold hydrolase	NZ_CP045428.1	53626	54504	49	0.02853333333333333	0	0	0
F9K57_RS00280	TRAP transporter large permease subunit	NZ_CP045428.1	54609	56033	50	0.026000000000000002	0	0	0
F9K57_RS00285	OmpW family protein	NZ_CP045428.1	56361	56951	51	0.021333333333333336	0	0	0
F9K57_RS00290	DUF1311 domain-containing protein	NZ_CP045428.1	57136	57489	52	0.018933333333333333	0	0	0
F9K57_RS00295	molecular chaperone HtpG	NZ_CP045428.1	57592	59511	53	0.016866666666666665	0	0	0
F9K57_RS00300	selenocysteine synthase	NZ_CP045428.1	60497	59595	54	0.01566666666666667	0	0	0
F9K57_RS00305	hypothetical protein	NZ_CP045428.1	61757	60618	55	0.013800000000000003	0	0.5	0
F9K57_RS00310	DsbA family protein	NZ_CP045428.1	62820	62116	56	0.011333333333333336	0	0	0
F9K57_RS00315	hypothetical protein	NZ_CP045428.1	62998	63756	57	0.009333333333333336	0	0.5	0
F9K57_RS00320	MerR family transcriptional regulator	NZ_CP045428.1	64143	63778	58	0.008333333333333335	0	0	0
F9K57_RS00325	alpha/beta hydrolase	NZ_CP045428.1	64215	64859	59	0.004933333333333334	0	0	0
F9K57_RS00330	hypothetical protein	NZ_CP045428.1	65644	64928	60	0.0027333333333333337	0	0.5	0
F9K57_RS00335	hypothetical protein	NZ_CP045428.1	65920	66411	61	0.0022000000000000006	0	0.5	0
F9K57_RS00340	acetyl-CoA C-acyltransferase FadA	NZ_CP045428.1	67627	66455	62	0.0018666666666666673	0	0	0
F9K57_RS00345	fatty acid oxidation complex subunit alpha FadB	NZ_CP045428.1	69793	67640	63	0.0015333333333333338	0	0	0
F9K57_RS00350	lipid A hydroxylase LpxO	NZ_CP045428.1	70366	71280	64	0.0010000000000000002	0	0	0
F9K57_RS00355	peptidoglycan hydrolase	NZ_CP045428.1	71453	71983	65	0.0010000000000000002	0	0	0
F9K57_RS00360	excinuclease ABC subunit UvrC	NZ_CP045428.1	72117	73916	66	0.0006666666666666666	0	0	0
F9K57_RS00365	thioesterase family protein	NZ_CP045428.1	74037	74831	67	0.0006666666666666666	0	0	0
F9K57_RS00370	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	NZ_CP045428.1	74950	75537	68	0.0006666666666666666	0	0	0
F9K57_RS00375	methylated-DNA--[protein]-cysteine S-methyltransferase	NZ_CP045428.1	75660	76514	69	0.0006666666666666666	0	0	0
F9K57_RS00380	alpha-ketoglutarate-dependent dioxygenase AlkB	NZ_CP045428.1	76511	77122	70	0.0007333333333333333	0	0	0
F9K57_RS00385	transcriptional regulator	NZ_CP045428.1	78090	77317	71	0.0006666666666666668	0	0	0
F9K57_RS00390	FUSC family protein	NZ_CP045428.1	78586	80685	72	0.0007333333333333336	0	0	0
F9K57_RS00395	DUF1656 domain-containing protein	NZ_CP045428.1	80678	80884	73	0.0009333333333333334	0	0	0
F9K57_RS00400	HlyD family efflux transporter periplasmic adaptor subunit	NZ_CP045428.1	80924	81925	74	0.0011333333333333334	0	0	0
F9K57_RS00405	Holliday junction resolvase RuvX	NZ_CP045428.1	82422	81982	75	0.0020666666666666667	0	0	0
F9K57_RS00410	YqgE/AlgH family protein	NZ_CP045428.1	82976	82422	76	0.003533333333333333	0	0.5	0
F9K57_RS00415	DNA repair protein RecN	NZ_CP045428.1	84770	83103	77	0.0036	0	0	0
F9K57_RS00420	tetratricopeptide repeat protein	NZ_CP045428.1	84885	86195	78	0.0054666666666666665	0	0	0
F9K57_RS00425	pyrimidine/purine nucleoside phosphorylase	NZ_CP045428.1	86272	86598	79	0.007533333333333334	0	0	0
F9K57_RS00430	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	NZ_CP045428.1	86700	87449	80	0.007466666666666667	0	0	0
F9K57_RS00435	DMT family transporter	NZ_CP045428.1	87485	88398	81	0.007333333333333333	0	0	0
F9K57_RS00440	dephospho-CoA kinase	NZ_CP045428.1	88990	88395	82	0.0072	0	0	0
F9K57_RS00445	prepilin peptidase	NZ_CP045428.1	89852	88992	83	0.0072	0	0	0
F9K57_RS00450	type II secretion system F family protein	NZ_CP045428.1	91078	89852	84	0.0072	0	0	0
F9K57_RS00455	type IV-A pilus assembly ATPase PilB	NZ_CP045428.1	92820	91108	85	0.0072	0	0	0
F9K57_RS00460	triose-phosphate isomerase	NZ_CP045428.1	93102	93905	86	0.0072	0	0	0
F9K57_RS00465	preprotein translocase subunit SecG	NZ_CP045428.1	93918	94247	87	0.0072	0	0	0
F9K57_RS00485	ribosome maturation factor RimP	NZ_CP045428.1	94889	95413	88	0.0072	0	0	0
F9K57_RS00490	transcription termination/antitermination protein NusA	NZ_CP045428.1	95451	96935	89	0.007266666666666667	0	0	0
F9K57_RS00495	translation initiation factor IF-2	NZ_CP045428.1	96946	99645	90	0.007266666666666667	0	0	0
F9K57_RS00500	ribosome-binding factor A	NZ_CP045428.1	99645	100046	91	0.007266666666666667	0	0	0
F9K57_RS00505	Na+/H+ antiporter subunit G	NZ_CP045428.1	100507	100103	92	0.0074	0	0	0
F9K57_RS00510	monovalent cation/H+ antiporter subunit F	NZ_CP045428.1	100795	100520	93	0.007466666666666667	0	0	0
