scaffold	begin	end	transposable	taxonomy	vog
NZ_CP013993.1	661094	693150	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173, VOG0275, VOG3349, VOG2703, VOG7470, VOG4548
NZ_CP013993.1	914297	919458	False	Unknown	VOG8349, VOG8348, VOG4593, VOG1364, VOG9639
NZ_CP013993.1	920930	943477	False	Siphoviridae	VOG4552, VOG4851, VOG0189, VOG0025, VOG6438, VOG0376, VOG2545, VOG0615, VOG4547, VOG0300, VOG7152, VOG0975, VOG0051, VOG4361, VOG0833, VOG4672, VOG4364, VOG5492, VOG2167
NZ_CP013993.1	1102522	1141581	False	Siphoviridae	VOG2174, VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG6163, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG2163, VOG5003, VOG0572, VOG4652, VOG1356, VOG5023, VOG5413, VOG4576, VOG6856, VOG3331, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG6306, VOG6086, VOG7153, VOG6580, VOG7153, VOG2149, VOG4892, VOG2147, VOG7465, VOG8348, VOG5454, VOG2788, VOG2142, VOG6171, VOG2786, VOG2215
NZ_CP013993.1	1354848	1400454	True	Siphoviridae	VOG2174, VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG11071, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2790, VOG6012, VOG2163, VOG0572, VOG10995, VOG1356, VOG4544, VOG4005, VOG6153, VOG4002, VOG4795, VOG10848, VOG4001, VOG9667, VOG3556, VOG3999, VOG10847, VOG3998, VOG10952, VOG3995, VOG3993, VOG4892, VOG8527, VOG5472, VOG5531, VOG8525, VOG3992, VOG4791, VOG6086, VOG6855, VOG2153, VOG7620, VOG2154, VOG0275, VOG0650, VOG5472, VOG0267, VOG4552
NZ_CP013993.1	1405815	1421341	False	Siphoviridae	VOG4552, VOG4851, VOG0189, VOG0025, VOG6438, VOG4552, VOG0615, VOG4645, VOG4841, VOG4581, VOG4556, VOG4568, VOG4553, VOG3480, VOG0204
NZ_CP013993.1	2547564	2615397	False	Podoviridae	VOG1391, VOG0275, VOG8347, VOG7480, VOG7465, VOG8348, VOG4548, VOG9508, VOG4720, VOG8832, VOG5531, VOG4658, VOG4548, VOG3490, VOG0239, VOG0226, VOG0982, VOG7885, VOG4945, VOG5995, VOG4843, VOG6865, VOG6864, VOG6413, VOG9482, VOG7886, VOG7481, VOG2339, VOG0618, VOG0536, VOG9484, VOG0612, VOG4544, VOG0254, VOG2100, VOG2101, VOG9485, VOG9204, VOG2105, VOG3878, VOG1593, VOG9486, VOG9487, VOG9488, VOG7695, VOG7696, VOG9489, VOG9490, VOG8859, VOG9491, VOG9492, VOG9493, VOG4565, VOG8350, VOG1523, VOG3448
NZ_CP013993.1	3796491	3832357	False	Podoviridae	VOG6672, VOG5506, VOG0035, VOG2325, VOG2326, VOG3741, VOG3740, VOG3739, VOG3738, VOG0030, VOG8507, VOG8625, VOG0300, VOG4565, VOG0296, VOG5837, VOG0292, VOG9665, VOG6891, VOG9749, VOG0355, VOG4566, VOG10054, VOG2338, VOG2215, VOG8432, VOG2069, VOG7530, VOG3801, VOG0623, VOG1309, VOG4600, VOG9738, VOG9737, VOG8467, VOG9634, VOG3580, VOG5472, VOG6057, VOG5623, VOG0942, VOG8243
NZ_CP013993.1	4033022	4086105	False	Myoviridae / Siphoviridae	VOG3448, VOG6173, VOG6174, VOG4565, VOG4552, VOG7568, VOG4743, VOG4735, VOG3428, VOG3427, VOG9583, VOG3446, VOG8431, VOG9632, VOG4553, VOG4573, VOG4556, VOG9636, VOG7511, VOG7529, VOG2388, VOG6438, VOG9739, VOG0296, VOG5837, VOG2339, VOG4906, VOG0585, VOG6989, VOG6891, VOG0025, VOG4851, VOG3851, VOG2186, VOG4995, VOG6418, VOG0298, VOG6256, VOG8432, VOG7530, VOG3801, VOG7488, VOG4600, VOG9633, VOG9634, VOG5472, VOG6057, VOG5623, VOG0942, VOG8243
NZ_CP013993.1	4883195	4911165	False	Myoviridae / Podoviridae	VOG0259, VOG10000, VOG10973, VOG0254, VOG4544, VOG2612, VOG4565, VOG0296, VOG5837, VOG0292, VOG9665, VOG6891, VOG0025, VOG0831, VOG2215, VOG8432, VOG2069, VOG7530, VOG3801, VOG0623, VOG1309, VOG4600, VOG9738, VOG9737, VOG8467, VOG9634, VOG3580, VOG5472, VOG6057, VOG5623, VOG0942
NZ_CP013993.1	5012146	5022900	False	Siphoviridae	VOG5562, VOG5998, VOG0025, VOG2039, VOG2485, VOG9481, VOG4694, VOG0267, VOG1931
NZ_CP013993.1	6562225	6598231	False	Myoviridae	VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG0569, VOG2388, VOG2125, VOG4616, VOG4645, VOG0571, VOG0572, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG4630, VOG4736, VOG0582, VOG3556, VOG2186, VOG0583, VOG8435, VOG0585, VOG9749
