scaffold	begin	end	transposable	taxonomy	vog
NZ_CP029148.1	3464	16365	False	Siphoviridae	VOG3556, VOG3999, VOG3999, VOG10847, VOG3998, VOG10952, VOG10952, VOG3995, VOG3993, VOG3993, VOG3993, VOG4892, VOG8527, VOG8526, VOG8525, VOG3992, VOG4791, VOG6855, VOG2153, VOG2153, VOG2154
NZ_CP029148.1	663331	698078	False	Siphoviridae	VOG9639, VOG1931, VOG7472, VOG10933, VOG5084, VOG7886, VOG7481, VOG6920, VOG4693, VOG0943, VOG2096, VOG8916, VOG7649, VOG0615, VOG7152, VOG0975, VOG0051, VOG9475, VOG0833, VOG4672, VOG4364, VOG0838, VOG5492, VOG2167, VOG7243, VOG9307, VOG8434, VOG8434
NZ_CP029148.1	1979475	2019432	False	Siphoviridae	VOG0248, VOG2786, VOG6171, VOG2142, VOG2788, VOG5454, VOG5531, VOG7465, VOG2147, VOG4892, VOG2149, VOG7153, VOG7153, VOG6086, VOG6306, VOG2152, VOG2153, VOG2154, VOG5412, VOG4751, VOG9452, VOG6856, VOG4576, VOG5413, VOG5023, VOG1356, VOG4652, VOG0572, VOG6571, VOG5003, VOG2163, VOG6012, VOG2790, VOG6404, VOG2164, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG7692, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG0980
NZ_CP029148.1	2907495	2962556	False	Siphoviridae	VOG4588, VOG3448, VOG6173, VOG6174, VOG0614, VOG6394, VOG7568, VOG4743, VOG3179, VOG1539, VOG5277, VOG4545, VOG2473, VOG5601, VOG2471, VOG0697, VOG2469, VOG2468, VOG2467, VOG5296, VOG2466, VOG5027, VOG2464, VOG7470, VOG10227, VOG5620, VOG5607, VOG1551, VOG1550, VOG7106, VOG9739, VOG0296, VOG0292, VOG9665, VOG6891, VOG9749, VOG0189, VOG4636, VOG5084, VOG2338, VOG2215, VOG9751, VOG2703, VOG2215, VOG0985, VOG7107, VOG4861, VOG8432, VOG2069, VOG6439, VOG7530, VOG5995, VOG0623, VOG1309, VOG4600, VOG9738, VOG9737, VOG8467, VOG9634, VOG5472, VOG6256, VOG2308, VOG0275
NZ_CP029148.1	3829856	3871882	False	Siphoviridae	VOG2154, VOG2153, VOG6855, VOG4791, VOG3992, VOG8525, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG6971, VOG4001, VOG10848, VOG4795, VOG8528, VOG4002, VOG4003, VOG4004, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG8529, VOG3178, VOG0438, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG9868, VOG1869, VOG6163, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG1419, VOG4780, VOG4780, VOG0980, VOG2174
NZ_CP029148.1	4072909	4104512	False	Siphoviridae	VOG5260, VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG4735, VOG3427, VOG0704, VOG9583, VOG4589, VOG0204, VOG4553, VOG4568, VOG4556, VOG6182, VOG4841, VOG0300, VOG0438, VOG0615, VOG4552, VOG6438, VOG0025, VOG0189, VOG4851, VOG4552
NZ_CP029148.1	4108435	4119738	False	Unknown	VOG9639, VOG1364, VOG4593, VOG9834, VOG0267, VOG8243, VOG0938, VOG0275, VOG3838, VOG3572
NZ_CP029148.1	4277251	4405571	True	Myoviridae	VOG0221, VOG4694, VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG1855, VOG0569, VOG2388, VOG2125, VOG4616, VOG4645, VOG0571, VOG0572, VOG0573, VOG4550, VOG4691, VOG0574, VOG9995, VOG2073, VOG0356, VOG0577, VOG4630, VOG4736, VOG0582, VOG3556, VOG2186, VOG0583, VOG8435, VOG0585, VOG9749, VOG8349, VOG0245, VOG4694, VOG2485, VOG0275, VOG3448, VOG4694, VOG6173, VOG6174, VOG3721, VOG10071, VOG4545, VOG2167, VOG0976, VOG3434, VOG4573, VOG0833, VOG1933, VOG0051, VOG10525, VOG7152, VOG2125, VOG2388, VOG6223, VOG0585, VOG2186, VOG6310, VOG10933, VOG0020, VOG2186, VOG8347, VOG7624, VOG3617, VOG4658, VOG5531, VOG8348, VOG0275, VOG0275, VOG4757, VOG3289, VOG2174, VOG0980, VOG4780, VOG1419, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG9868, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG0438, VOG3178, VOG8529, VOG4807, VOG0572, VOG4652, VOG1356, VOG4544, VOG4005, VOG4004, VOG4003, VOG4002, VOG8528, VOG4795, VOG10848, VOG4001, VOG3556, VOG3995, VOG3999, VOG10847, VOG3998, VOG1564, VOG3995, VOG3993, VOG4892, VOG8527, VOG8526, VOG8525, VOG3992, VOG4791, VOG5562, VOG5998, VOG2153, VOG2154
NZ_CP029148.1	4775104	4777353	False	Unknown	VOG5562, VOG5998
NZ_CP029148.1	5602886	5655784	False	Myoviridae	VOG10596, VOG3772, VOG8241, VOG8241, VOG0275, VOG4694, VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG0569, VOG2388, VOG2125, VOG4616, VOG4645, VOG0571, VOG0572, VOG0573, VOG4550, VOG4691, VOG0574, VOG9995, VOG2073, VOG0356, VOG0577, VOG4630, VOG4736, VOG0582, VOG3556, VOG2186, VOG0583, VOG8435, VOG8435, VOG0585, VOG8349, VOG1422, VOG9764, VOG0275, VOG0764, VOG0583, VOG10596, VOG3772
NZ_CP029148.1	6896529	6917502	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173
NZ_CP029148.1	7005847	7043103	False	Siphoviridae	VOG2215, VOG2786, VOG6171, VOG2142, VOG2788, VOG5454, VOG5531, VOG7465, VOG2147, VOG4892, VOG2149, VOG7153, VOG7153, VOG6086, VOG6306, VOG2152, VOG2153, VOG2154, VOG5412, VOG4751, VOG9452, VOG6856, VOG4576, VOG5023, VOG1356, VOG4652, VOG0572, VOG5003, VOG2163, VOG2790, VOG6404, VOG2164, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780
NZ_CP029148.1	7150580	7165496	False	Siphoviridae	VOG0980, VOG4780, VOG1419, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG6163, VOG2168, VOG2167, VOG2166
