scaffold	begin	end	transposable	taxonomy	vog
NZ_CP027166.1	425657	464539	False	Siphoviridae	VOG2154, VOG2153, VOG6855, VOG4791, VOG3992, VOG8525, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG1638, VOG4001, VOG10848, VOG4795, VOG4002, VOG4003, VOG4004, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG8529, VOG3178, VOG0438, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG9868, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980
NZ_CP027166.1	907312	928284	False	Myoviridae	VOG6173, VOG6174, VOG3721, VOG0582, VOG0569, VOG4736, VOG4130, VOG8340, VOG0577, VOG0356, VOG2073, VOG6373, VOG0574, VOG4691, VOG4550, VOG0573, VOG0977, VOG0198, VOG0585, VOG2215, VOG8347
NZ_CP027166.1	963454	1003607	False	Myoviridae	VOG3808, VOG4551, VOG0052, VOG0979, VOG0275, VOG6627, VOG3379, VOG8435, VOG2485, VOG0583, VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG2213, VOG2212, VOG2211, VOG2210, VOG0585, VOG4565, VOG0299, VOG2216, VOG2207, VOG4691, VOG2206, VOG10969, VOG2073, VOG2205, VOG2204, VOG10925
NZ_CP027166.1	1136193	1176084	True	Siphoviridae	VOG2174, VOG0980, VOG4780, VOG1419, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG9868, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG0438, VOG3178, VOG8529, VOG4807, VOG0572, VOG4652, VOG1356, VOG4544, VOG4005, VOG4004, VOG4003, VOG4002, VOG8528, VOG4795, VOG10848, VOG4001, VOG3556, VOG3995, VOG3999, VOG10847, VOG3998, VOG1564, VOG3995, VOG3993, VOG4892, VOG8527, VOG8526, VOG8525, VOG3992, VOG4791, VOG6855, VOG2153
NZ_CP027166.1	3451485	3493374	True	Myoviridae	VOG0985, VOG2703, VOG0275, VOG0275, VOG10595, VOG9702, VOG1422, VOG8349, VOG9749, VOG0585, VOG8435, VOG0583, VOG2186, VOG3556, VOG3304, VOG0582, VOG4736, VOG4630, VOG0577, VOG0356, VOG2073, VOG9995, VOG0574, VOG4691, VOG4550, VOG0573, VOG0572, VOG0571, VOG4645, VOG4616, VOG2125, VOG2388, VOG0569, VOG0568, VOG0567, VOG0764, VOG0566, VOG3897, VOG4556
NZ_CP027166.1	3596716	3603432	False	Unknown	VOG0275, VOG7465, VOG8348, VOG5531, VOG8348, VOG4593, VOG1364, VOG9639
NZ_CP027166.1	3606967	3637579	False	Siphoviridae	VOG4552, VOG4851, VOG0189, VOG0025, VOG6438, VOG4552, VOG0615, VOG0438, VOG0300, VOG4841, VOG6182, VOG4556, VOG4568, VOG4553, VOG0204, VOG4589, VOG0724, VOG9890, VOG0847, VOG0848, VOG0850, VOG4701, VOG4598, VOG5820, VOG5260
NZ_CP027166.1	3880160	3884758	False	Unknown	VOG0025, VOG5998, VOG5562, VOG4791, VOG8348
NZ_CP027166.1	3996039	4034757	False	Podoviridae	VOG6256, VOG8243, VOG6620, VOG5623, VOG6128, VOG8906, VOG8348, VOG8467, VOG9737, VOG9738, VOG4600, VOG0283, VOG6394, VOG0623, VOG5995, VOG7530, VOG6439, VOG2069, VOG8432, VOG8916, VOG2215, VOG0831, VOG2338, VOG5046, VOG0025, VOG6891, VOG6989, VOG0585, VOG9665, VOG0292, VOG5837, VOG0296, VOG7416, VOG0765, VOG0612, VOG8507, VOG0030, VOG3738, VOG3739, VOG3740, VOG3741, VOG2326, VOG2325, VOG0035, VOG5506, VOG6672
NZ_CP027166.1	5452575	5490327	False	Siphoviridae	VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG6012, VOG2163, VOG5003, VOG0572, VOG4652, VOG1356, VOG5023, VOG4576, VOG6856, VOG6482, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG4791, VOG6306, VOG6086, VOG7153, VOG6580, VOG7153, VOG2149, VOG4892, VOG2147, VOG7465, VOG5454, VOG2788, VOG2142, VOG6171, VOG2786, VOG2215
