scaffold	begin	end	transposable	taxonomy	vog
NZ_CP054844.1	40737	46107	False	Siphoviridae	VOG0944, VOG9438, VOG3044
NZ_CP054844.1	681940	714335	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173, VOG3427, VOG3428, VOG4735, VOG0847, VOG0848, VOG0850, VOG4701, VOG4598, VOG3569, VOG9340, VOG4365, VOG0980
NZ_CP054844.1	900009	906596	False	Unknown	VOG0938, VOG8243, VOG9739, VOG0267, VOG4593, VOG1364, VOG9639
NZ_CP054844.1	914014	929491	False	Myoviridae	VOG0025, VOG6438, VOG0615, VOG4645, VOG7152, VOG0975, VOG0051, VOG1933, VOG0833, VOG4573, VOG3434, VOG0976
NZ_CP054844.1	1390536	1429472	False	Myoviridae	VOG2154, VOG2153, VOG3992, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG3999, VOG3556, VOG4751, VOG4366, VOG4002, VOG0585, VOG7139, VOG6153, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG3178, VOG4006, VOG2165, VOG9857, VOG10953, VOG0356, VOG0577, VOG10898, VOG6163, VOG4736, VOG0569, VOG0582, VOG0573, VOG4550, VOG4691, VOG0574, VOG3674, VOG4694
NZ_CP054844.1	2468569	2517628	False	Siphoviridae	VOG1391, VOG0275, VOG8347, VOG7480, VOG7465, VOG8348, VOG0245, VOG4720, VOG8832, VOG8349, VOG0083, VOG7884, VOG0719, VOG4360, VOG5752, VOG5995, VOG7473, VOG6865, VOG6864, VOG6413, VOG7472, VOG2215, VOG0988, VOG5375, VOG4693, VOG7106, VOG2388, VOG2125, VOG0796, VOG1912, VOG1915, VOG2779, VOG1942, VOG1527, VOG7946, VOG4704, VOG2119, VOG4228, VOG0813, VOG5277, VOG1539, VOG1539, VOG3179, VOG4743, VOG4743, VOG4743, VOG7568, VOG9736, VOG4547, VOG6174
NZ_CP054844.1	2597498	2605590	False	Myoviridae	VOG1724, VOG10756, VOG3594, VOG0179, VOG8267
NZ_CP054844.1	3934764	3986501	True	Siphoviridae	VOG3448, VOG6173, VOG6174, VOG4547, VOG7568, VOG4743, VOG3179, VOG1539, VOG5277, VOG0813, VOG4228, VOG2119, VOG4704, VOG7946, VOG1527, VOG1942, VOG2779, VOG1915, VOG1912, VOG4544, VOG0796, VOG6269, VOG1550, VOG7106, VOG4693, VOG0296, VOG0292, VOG0585, VOG6989, VOG6891, VOG0025, VOG5046, VOG5994, VOG6394, VOG8432, VOG7530, VOG5995, VOG8219, VOG0623, VOG1309, VOG4600, VOG3450, VOG0942, VOG8243, VOG8243, VOG6256, VOG0944, VOG5532, VOG0275
NZ_CP054844.1	4870039	4917005	False	Siphoviridae	VOG6173, VOG6174, VOG4547, VOG0980, VOG4365, VOG9340, VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG0847, VOG2121, VOG2120, VOG11086, VOG4704, VOG1527, VOG3649, VOG1329, VOG4611, VOG4564, VOG1518, VOG0796, VOG2125, VOG2388, VOG7106, VOG4693, VOG0355, VOG5994, VOG9735, VOG6418, VOG7472, VOG6413, VOG7107, VOG6864, VOG6865, VOG7473, VOG4600, VOG1309, VOG0719, VOG7884, VOG8348, VOG6057, VOG1422, VOG6990, VOG5623, VOG3450, VOG0942, VOG8243, VOG8243, VOG6256, VOG2308
NZ_CP054844.1	5119184	5157446	False	Siphoviridae	VOG7243, VOG2167, VOG5492, VOG0838, VOG4364, VOG4672, VOG0833, VOG9475, VOG0051, VOG0975, VOG7152, VOG0615, VOG4552, VOG2096, VOG0025, VOG4636, VOG3851, VOG5084, VOG5873, VOG9667, VOG10933, VOG9639, VOG4675, VOG1364, VOG4593, VOG0267, VOG9739, VOG8243, VOG0938, VOG0275, VOG3477
