scaffold	begin	end	transposable	taxonomy	vog
NZ_CP029605.1	263040	302806	False	Siphoviridae	VOG2786, VOG6171, VOG2142, VOG2788, VOG5454, VOG7465, VOG2147, VOG4892, VOG2149, VOG7153, VOG6580, VOG7153, VOG6086, VOG6306, VOG2153, VOG2154, VOG5412, VOG4751, VOG9452, VOG6856, VOG4576, VOG5023, VOG1356, VOG4652, VOG0572, VOG5003, VOG2163, VOG6012, VOG2790, VOG6404, VOG2164, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG6163, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980, VOG2174
NZ_CP029605.1	706143	727115	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173
NZ_CP029605.1	2431481	2439027	True	Podoviridae	VOG0221, VOG0275, VOG1063
NZ_CP029605.1	2542113	2580226	False	Siphoviridae	VOG2153, VOG6855, VOG4791, VOG3992, VOG8525, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG9667, VOG4001, VOG10848, VOG4795, VOG8528, VOG4002, VOG4003, VOG4004, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG8529, VOG3178, VOG0438, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG9868, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG1419, VOG4780
NZ_CP029605.1	2940345	2981052	True	Siphoviridae	VOG2154, VOG2153, VOG5998, VOG5562, VOG4791, VOG3992, VOG8525, VOG8526, VOG8527, VOG4892, VOG3993, VOG3995, VOG1564, VOG3998, VOG10847, VOG3999, VOG3995, VOG3556, VOG4001, VOG10848, VOG4795, VOG8528, VOG4002, VOG4003, VOG4004, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG8529, VOG3178, VOG0438, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG9868, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980, VOG2174
NZ_CP029605.1	3876741	3937930	False	Siphoviridae	VOG4588, VOG3448, VOG6173, VOG6174, VOG0614, VOG6394, VOG5260, VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG4735, VOG3428, VOG9583, VOG3446, VOG8431, VOG4731, VOG3851, VOG9632, VOG0242, VOG4553, VOG4573, VOG4556, VOG9636, VOG7511, VOG9637, VOG9638, VOG7529, VOG2125, VOG2388, VOG6438, VOG7416, VOG0296, VOG5837, VOG2339, VOG6394, VOG6989, VOG6891, VOG7941, VOG0025, VOG2186, VOG2338, VOG0985, VOG6394, VOG7107, VOG8432, VOG7530, VOG5995, VOG0623, VOG0283, VOG4600, VOG8467, VOG8349, VOG5623, VOG0942, VOG8243, VOG8243, VOG6256, VOG0275
NZ_CP029605.1	5055026	5083155	False	Siphoviridae	VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG0847, VOG9890, VOG0724, VOG4589, VOG0204, VOG4553, VOG4568, VOG4556, VOG6182, VOG4841, VOG0300, VOG0438, VOG0615, VOG2096, VOG0025, VOG0189, VOG4851, VOG4552
NZ_CP029605.1	5085476	5104571	True	Myoviridae	VOG2215, VOG9639, VOG1364, VOG4593, VOG7107, VOG0267, VOG8243, VOG0938, VOG0275, VOG0275, VOG4548, VOG9115
NZ_CP029605.1	5679837	5719166	False	Siphoviridae	VOG2786, VOG6171, VOG2142, VOG2788, VOG5454, VOG7465, VOG2147, VOG4892, VOG2149, VOG7153, VOG6580, VOG7153, VOG6086, VOG6306, VOG2153, VOG2154, VOG5412, VOG4751, VOG9452, VOG6856, VOG4576, VOG5023, VOG1356, VOG4652, VOG0572, VOG5003, VOG2163, VOG6012, VOG2790, VOG6404, VOG2164, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG6163, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980, VOG2174
NZ_CP029605.1	6592217	6626078	False	Myoviridae	VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG0569, VOG2388, VOG2125, VOG4616, VOG4645, VOG0571, VOG0572, VOG0573, VOG0573, VOG4550, VOG4691, VOG0574, VOG9995, VOG2073, VOG0356, VOG0577, VOG4630, VOG4736, VOG0582, VOG3556, VOG2186, VOG0583, VOG8435, VOG0585
