scaffold	begin	end	transposable	taxonomy	vog
NZ_CP011369.1	638484	654710	True	Unknown	VOG0944, VOG5532, VOG5088, VOG0944, VOG0275, VOG0979, VOG0052
NZ_CP011369.1	687421	708394	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173
NZ_CP011369.1	1251023	1271402	False	Siphoviridae	VOG4552, VOG4851, VOG0189, VOG0025, VOG2096, VOG0615, VOG4547, VOG7152, VOG0975, VOG0051, VOG4361, VOG0833, VOG4672, VOG4364, VOG5492, VOG2167
NZ_CP011369.1	1327930	1372052	False	Siphoviridae	VOG2154, VOG7620, VOG2153, VOG6855, VOG4791, VOG3992, VOG8525, VOG5531, VOG5472, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG4002, VOG6153, VOG4005, VOG4544, VOG1356, VOG10995, VOG0572, VOG2163, VOG6012, VOG2790, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG11071, VOG2170, VOG6163, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG1419, VOG4780, VOG0980, VOG4694
NZ_CP011369.1	2434985	2525133	False	Siphoviridae	VOG1391, VOG0275, VOG8347, VOG7480, VOG7465, VOG0938, VOG8348, VOG8832, VOG5531, VOG4658, VOG4571, VOG0083, VOG7884, VOG0719, VOG1309, VOG4600, VOG7473, VOG6865, VOG6864, VOG6413, VOG9482, VOG8428, VOG5375, VOG4693, VOG7106, VOG2388, VOG2125, VOG0796, VOG4544, VOG1912, VOG1915, VOG2779, VOG1942, VOG1527, VOG7946, VOG4704, VOG2154, VOG7620, VOG2153, VOG6855, VOG3992, VOG8525, VOG8526, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG4002, VOG6153, VOG4005, VOG4544, VOG1356, VOG10995, VOG0572, VOG2163, VOG6012, VOG2790, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG11071, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980, VOG2174, VOG2119, VOG4228, VOG0813, VOG0847, VOG0848, VOG0850, VOG4701, VOG4598, VOG5820, VOG5260, VOG4547, VOG6174, VOG6173, VOG3448, VOG3391
NZ_CP011369.1	2619948	2657837	False	Siphoviridae	VOG2153, VOG6855, VOG3992, VOG8525, VOG8526, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG4002, VOG6153, VOG4005, VOG4544, VOG1356, VOG10995, VOG0572, VOG2163, VOG6012, VOG2790, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG11071, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980
NZ_CP011369.1	3432403	3436830	False	Siphoviridae	VOG2576, VOG7701, VOG6824, VOG7433, VOG4430, VOG4355
NZ_CP011369.1	5518455	5542621	False	Myoviridae	VOG2485, VOG0583, VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG2213, VOG2212, VOG2211, VOG2210, VOG0585, VOG8376, VOG4565, VOG0299, VOG2216, VOG2207, VOG4691, VOG2206, VOG7243, VOG11073, VOG2205, VOG2204, VOG10925, VOG2202, VOG0376
NZ_CP011369.1	5597728	5632865	False	Siphoviridae	VOG2174, VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG6163, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG2163, VOG0572, VOG4652, VOG1356, VOG5023, VOG4576, VOG6856, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG6306, VOG6086, VOG7153, VOG6580, VOG2149, VOG4892, VOG2147, VOG7465, VOG5531, VOG5454, VOG2788, VOG2142, VOG6171, VOG2786
NZ_CP011369.1	5877635	5916018	False	Siphoviridae	VOG2153, VOG6855, VOG3992, VOG8525, VOG8526, VOG4892, VOG3993, VOG3995, VOG1564, VOG3998, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG4002, VOG6153, VOG4005, VOG4544, VOG1356, VOG10995, VOG0572, VOG2163, VOG6012, VOG2790, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG11071, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980, VOG2174
NZ_CP011369.1	6206715	6245452	False	Siphoviridae	VOG2174, VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG2170, VOG7692, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG6012, VOG2163, VOG5003, VOG10619, VOG0572, VOG4652, VOG1356, VOG5023, VOG4576, VOG6856, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG6306, VOG6086, VOG7153, VOG7153, VOG2149, VOG4892, VOG2147, VOG7465, VOG5531, VOG5454, VOG2788, VOG2142, VOG9667
NZ_CP011369.1	6603432	6637802	False	Myoviridae	VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG0569, VOG2388, VOG2125, VOG4616, VOG4645, VOG0571, VOG0572, VOG0573, VOG4550, VOG4691, VOG0574, VOG9995, VOG2073, VOG0356, VOG0577, VOG4630, VOG4736, VOG0582, VOG2215, VOG3556, VOG2186, VOG0583, VOG8435, VOG0585, VOG8348, VOG9702, VOG10595, VOG9764
