identifier	function	contig	start	stop	position	rank	my_status	pp	Final_status	start of attL	end of attL	start of attR	end of attR	sequence of attL	sequence of attR	Reason for att site
GFD20_RS00005	Merged-or-split: aldehyde dehydrogenase	NZ_CP045768.1	715	1	0	0.009375000000000001	0	0	0
GFD20_RS00010	sigma-54-dependent transcriptional regulator EatR	NZ_CP045768.1	1054	2985	1	0.008823529411764707	0	0	0
GFD20_RS00015	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	NZ_CP045768.1	3143	4498	2	0.008333333333333335	0	0	0
GFD20_RS00020	flavin prenyltransferase UbiX	NZ_CP045768.1	4507	5136	3	0.008000000000000002	0	0	0
GFD20_RS00025	YceK/YidQ family lipoprotein	NZ_CP045768.1	5165	5413	4	0.008400000000000001	0	0.5	0
GFD20_RS00030	oxidoreductase	NZ_CP045768.1	6074	5433	5	0.008095238095238096	0	0	0
GFD20_RS00035	C13 family peptidase	NZ_CP045768.1	7860	6121	6	0.008454545454545458	0	0	0
GFD20_RS00040	MaoC family dehydratase	NZ_CP045768.1	8506	8051	7	0.009565217391304351	0	0	0
GFD20_RS00045	CidA/LrgA family protein	NZ_CP045768.1	8700	9062	8	0.009333333333333336	0	0	0
GFD20_RS00050	LrgB family protein	NZ_CP045768.1	9062	9772	9	0.008960000000000003	0	0	0
GFD20_RS00055	LON peptidase substrate-binding domain-containing protein	NZ_CP045768.1	9792	10385	10	0.008615384615384618	0	0	0
GFD20_RS00060	bifunctional DedA family/phosphatase PAP2 family protein	NZ_CP045768.1	11709	10396	11	0.008370370370370374	0	0	0
GFD20_RS00065	DNA-3-methyladenine glycosylase	NZ_CP045768.1	12425	11706	12	0.008142857142857144	0	0	0
GFD20_RS00070	class I SAM-dependent methyltransferase	NZ_CP045768.1	12489	13346	13	0.008068965517241383	0	0	0
GFD20_RS00075	alpha/beta fold hydrolase	NZ_CP045768.1	14577	13354	14	0.008200000000000002	0	0	0
GFD20_RS00080	glutamate-5-semialdehyde dehydrogenase	NZ_CP045768.1	14875	16140	15	0.008266666666666669	0	0	0
GFD20_RS00085	nicotinate-nucleotide adenylyltransferase	NZ_CP045768.1	16140	16784	16	0.008333333333333335	0	0	0
GFD20_RS00090	ribosome silencing factor	NZ_CP045768.1	16807	17163	17	0.008200000000000002	0	0	0
GFD20_RS00095	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	NZ_CP045768.1	17171	17638	18	0.0068666666666666685	0	0	0
GFD20_RS00100	penicillin-binding protein 2	NZ_CP045768.1	17651	19591	19	0.0055333333333333345	0	0	0
GFD20_RS00105	rod shape-determining protein RodA	NZ_CP045768.1	19623	20726	20	0.005266666666666668	0	0	0
GFD20_RS00110	lytic murein transglycosylase B	NZ_CP045768.1	20735	21757	21	0.004800000000000001	0	0	0
GFD20_RS00115	septal ring lytic transglycosylase RlpA family protein	NZ_CP045768.1	21754	22782	22	0.004800000000000001	0	0	0
GFD20_RS00120	D-alanyl-D-alanine carboxypeptidase	NZ_CP045768.1	22848	24008	23	0.0044666666666666665	0	0	0
GFD20_RS00125	DUF493 domain-containing protein	NZ_CP045768.1	24079	24360	24	0.004533333333333334	0	0	0
GFD20_RS00130	lipoyl(octanoyl) transferase LipB	NZ_CP045768.1	24360	25013	25	0.004733333333333335	0	0	0
GFD20_RS00135	lipoyl synthase	NZ_CP045768.1	25010	25993	26	0.004800000000000001	0	0	0
GFD20_RS00140	LysR family transcriptional regulator	NZ_CP045768.1	27031	26138	27	0.004666666666666668	0	0	0
GFD20_RS00145	alpha/beta hydrolase	NZ_CP045768.1	27137	28027	28	0.004666666666666668	0	0	0
GFD20_RS00150	lytic murein transglycosylase	NZ_CP045768.1	29483	28137	29	0.004666666666666668	0	0	0
