scaffold	begin	end	transposable	taxonomy	vog
NZ_CP046060.1	666420	698462	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173, VOG0275, VOG3349, VOG2703, VOG7470, VOG4548
NZ_CP046060.1	1144669	1183728	False	Siphoviridae	VOG2174, VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG6163, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG2163, VOG5003, VOG0572, VOG4652, VOG1356, VOG5023, VOG5413, VOG4576, VOG6856, VOG3331, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG6306, VOG6086, VOG7153, VOG6580, VOG7153, VOG2149, VOG4892, VOG2147, VOG7465, VOG8348, VOG5454, VOG2788, VOG2142, VOG6171, VOG2786, VOG2215
NZ_CP046060.1	2725942	2742195	True	Unknown	VOG0275, VOG0944, VOG4548, VOG5532, VOG0944, VOG0083, VOG5532, VOG0944, VOG0944, VOG5532
NZ_CP046060.1	4146607	4197278	False	Siphoviridae	VOG3448, VOG6173, VOG6174, VOG3721, VOG7568, VOG4743, VOG3179, VOG1539, VOG5277, VOG8171, VOG2473, VOG5601, VOG2471, VOG4813, VOG2469, VOG2468, VOG6400, VOG2467, VOG5296, VOG2466, VOG5027, VOG2464, VOG7470, VOG6488, VOG0796, VOG7106, VOG9739, VOG7416, VOG0296, VOG5837, VOG0292, VOG9665, VOG9749, VOG0189, VOG4636, VOG0831, VOG10933, VOG7107, VOG8432, VOG2069, VOG7530, VOG5995, VOG3801, VOG7488, VOG4600, VOG9633, VOG9634, VOG5472, VOG6057, VOG6128, VOG5623, VOG0942, VOG8243, VOG8243, VOG6256, VOG8430, VOG0275
NZ_CP046060.1	5066320	5109470	False	Podoviridae	VOG6173, VOG6174, VOG3721, VOG3447, VOG9259, VOG2323, VOG6672, VOG5506, VOG0035, VOG2325, VOG2326, VOG3741, VOG3740, VOG3739, VOG3738, VOG0030, VOG8507, VOG8625, VOG0300, VOG1384, VOG0615, VOG0296, VOG5837, VOG0292, VOG4906, VOG9665, VOG0025, VOG2215, VOG7107, VOG8432, VOG2069, VOG7530, VOG5995, VOG3801, VOG7488, VOG4600, VOG9633, VOG9634, VOG5472, VOG6057, VOG6128, VOG5623, VOG0942, VOG8243, VOG8243, VOG6256
NZ_CP046060.1	5151206	5193331	False	Siphoviridae	VOG8908, VOG1857, VOG2154, VOG2153, VOG6855, VOG6086, VOG4791, VOG3992, VOG8525, VOG5531, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG8528, VOG4002, VOG4003, VOG4004, VOG4005, VOG4544, VOG1356, VOG4652, VOG0572, VOG4807, VOG8529, VOG3178, VOG0438, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG9868, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780
NZ_CP046060.1	5342581	5366995	False	Siphoviridae	VOG7243, VOG2167, VOG5492, VOG4364, VOG4672, VOG0833, VOG4361, VOG0051, VOG0975, VOG7152, VOG0300, VOG0438, VOG3721, VOG0615, VOG4552, VOG6438, VOG0025, VOG0189, VOG4851, VOG4552
NZ_CP046060.1	5371582	5376736	False	Unknown	VOG4552, VOG0267, VOG8243, VOG0938
NZ_CP046060.1	5932546	5970264	False	Siphoviridae	VOG2153, VOG6855, VOG3992, VOG8525, VOG8526, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG4002, VOG6153, VOG4005, VOG4544, VOG1356, VOG10995, VOG0572, VOG2163, VOG6012, VOG2790, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG11071, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG1419, VOG4780, VOG0980, VOG2174
NZ_CP046060.1	5991731	6008812	False	Siphoviridae	VOG4791, VOG5562, VOG5998, VOG0025, VOG0944, VOG2039, VOG2485, VOG9481, VOG4694, VOG0267, VOG1931, VOG5404, VOG4552
NZ_CP046060.1	6848991	6884997	False	Myoviridae	VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG0569, VOG2388, VOG2125, VOG4616, VOG4645, VOG0571, VOG0572, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG4630, VOG4736, VOG0582, VOG3556, VOG2186, VOG0583, VOG8435, VOG0585, VOG9749
