scaffold	begin	end	transposable	taxonomy	vog
NZ_CP011317.1	757566	778538	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173
NZ_CP011317.1	915340	953759	False	Siphoviridae	VOG2215, VOG2786, VOG6171, VOG2142, VOG2788, VOG5454, VOG5531, VOG7465, VOG2147, VOG4892, VOG2149, VOG7153, VOG6580, VOG7153, VOG6086, VOG6306, VOG2152, VOG2153, VOG2154, VOG5412, VOG4751, VOG9452, VOG6856, VOG4576, VOG5023, VOG1356, VOG4652, VOG0572, VOG10619, VOG5003, VOG2163, VOG6012, VOG2790, VOG6404, VOG2164, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG7692, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG4365, VOG0980, VOG2174
NZ_CP011317.1	1007707	1027583	False	Siphoviridae	VOG4636, VOG0025, VOG2096, VOG4552, VOG0615, VOG0300, VOG7152, VOG0975, VOG0051, VOG4361, VOG0833, VOG4672, VOG4364, VOG5492, VOG2167
NZ_CP011317.1	1124390	1161786	False	Siphoviridae	VOG0980, VOG4365, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG7692, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG6012, VOG2163, VOG5003, VOG10619, VOG0572, VOG4652, VOG1356, VOG5023, VOG4576, VOG6856, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG6306, VOG6086, VOG7153, VOG7153, VOG2149, VOG4892, VOG2147, VOG7465, VOG5531, VOG5454, VOG2788, VOG2142, VOG6171, VOG2786, VOG2215
NZ_CP011317.1	1290716	1296540	True	Unknown	VOG6396, VOG0275, VOG0275, VOG0275
NZ_CP011317.1	1397583	1436107	False	Siphoviridae	VOG2174, VOG0980, VOG4365, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG7692, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG6012, VOG2163, VOG5003, VOG7913, VOG0572, VOG4652, VOG1356, VOG5023, VOG4576, VOG6856, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG4791, VOG6306, VOG6086, VOG7153, VOG6580, VOG7153, VOG2149, VOG4892, VOG2147, VOG7465, VOG5531, VOG5454, VOG2788, VOG2142, VOG6171, VOG2786, VOG2215
NZ_CP011317.1	2570031	2609551	False	Siphoviridae	VOG4694, VOG0980, VOG4780, VOG1419, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG11071, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG6404, VOG2790, VOG6012, VOG2163, VOG0572, VOG10995, VOG1356, VOG4544, VOG4005, VOG6153, VOG4002, VOG4795, VOG10848, VOG4001, VOG3556, VOG3999, VOG10847, VOG3998, VOG10952, VOG3995, VOG3993, VOG4892, VOG8527, VOG5472, VOG5531, VOG8525, VOG3992, VOG4791, VOG6086, VOG6855, VOG2153, VOG7620
NZ_CP011317.1	3566848	3604702	False	Siphoviridae	VOG2174, VOG0980, VOG4365, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG7692, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG6012, VOG2163, VOG5003, VOG10619, VOG0572, VOG4652, VOG1356, VOG5023, VOG4576, VOG6856, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG6306, VOG6086, VOG7153, VOG7153, VOG2149, VOG4892, VOG2147, VOG7465, VOG5454, VOG2788, VOG2142, VOG9667
NZ_CP011317.1	4074113	4123757	False	Siphoviridae	VOG6174, VOG4565, VOG4552, VOG4603, VOG7568, VOG4743, VOG3179, VOG1539, VOG5277, VOG8171, VOG2473, VOG5601, VOG2471, VOG2469, VOG2468, VOG6400, VOG2467, VOG5296, VOG2466, VOG5027, VOG2464, VOG7470, VOG10227, VOG5620, VOG5607, VOG1550, VOG6438, VOG0296, VOG5837, VOG2339, VOG0585, VOG6989, VOG6891, VOG0025, VOG4851, VOG3851, VOG2338, VOG0831, VOG2215, VOG6394, VOG7107, VOG4861, VOG4813, VOG6439, VOG7530, VOG5995, VOG0623, VOG1309, VOG4600, VOG0226, VOG9633, VOG8433, VOG9634, VOG8348, VOG6057, VOG5623, VOG0942, VOG8243
NZ_CP011317.1	5887775	5911941	False	Myoviridae	VOG2485, VOG0583, VOG4556, VOG3897, VOG0566, VOG0764, VOG0567, VOG0568, VOG2213, VOG2212, VOG2211, VOG2210, VOG0585, VOG8376, VOG4565, VOG0299, VOG2216, VOG2207, VOG4691, VOG2206, VOG7243, VOG11073, VOG2205, VOG2204, VOG10925, VOG2202, VOG0376
