scaffold	begin	end	transposable	taxonomy	vog
NZ_CP029090.1	74580	113639	False	Siphoviridae	VOG2174, VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG6163, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG2163, VOG5003, VOG0572, VOG4652, VOG1356, VOG5023, VOG5413, VOG4576, VOG6856, VOG3331, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG6306, VOG6086, VOG7153, VOG6580, VOG7153, VOG2149, VOG4892, VOG2147, VOG7465, VOG8348, VOG5454, VOG2788, VOG2142, VOG6171, VOG2786, VOG2215
NZ_CP029090.1	327204	368375	False	Siphoviridae	VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG2170, VOG11071, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2790, VOG6012, VOG2163, VOG0572, VOG10995, VOG1356, VOG4544, VOG4005, VOG6153, VOG4002, VOG4795, VOG10848, VOG4001, VOG9667, VOG3556, VOG3999, VOG10847, VOG3998, VOG10952, VOG3995, VOG3993, VOG4892, VOG8527, VOG5472, VOG5531, VOG8525, VOG3992, VOG4791, VOG6086, VOG6855, VOG2153, VOG7620, VOG2154
NZ_CP029090.1	1527390	1595223	False	Podoviridae	VOG1391, VOG0275, VOG8347, VOG7480, VOG7465, VOG8348, VOG4548, VOG9508, VOG4720, VOG8832, VOG5531, VOG4658, VOG4548, VOG3490, VOG0239, VOG0226, VOG0982, VOG7885, VOG4945, VOG5995, VOG4843, VOG6865, VOG6864, VOG6413, VOG9482, VOG7886, VOG7481, VOG2339, VOG0618, VOG0536, VOG9484, VOG0612, VOG4544, VOG0254, VOG2100, VOG2101, VOG9485, VOG9204, VOG2105, VOG3878, VOG1593, VOG9486, VOG9487, VOG9488, VOG7695, VOG7696, VOG9489, VOG9490, VOG8859, VOG9491, VOG9492, VOG9493, VOG4565, VOG8350, VOG1523, VOG3448
NZ_CP029090.1	1845263	1897549	False	Siphoviridae	VOG8410, VOG0275, VOG9547, VOG8348, VOG4548, VOG9508, VOG4720, VOG8832, VOG5531, VOG4658, VOG4548, VOG0083, VOG7884, VOG0719, VOG1309, VOG4600, VOG7473, VOG6865, VOG6864, VOG6413, VOG7472, VOG9467, VOG6394, VOG2215, VOG0025, VOG4693, VOG7106, VOG2388, VOG2125, VOG0796, VOG10227, VOG7470, VOG2464, VOG5027, VOG2466, VOG5296, VOG2467, VOG2468, VOG2469, VOG0697, VOG2471, VOG5601, VOG2473, VOG4545, VOG5277, VOG1539, VOG3179, VOG4743, VOG7568, VOG4547, VOG6174, VOG6173, VOG3448, VOG3391
NZ_CP029090.1	2827481	2848416	False	Podoviridae	VOG6672, VOG5506, VOG0035, VOG2325, VOG2326, VOG3741, VOG3740, VOG3739, VOG3738, VOG0030, VOG8507, VOG8625, VOG0300, VOG4565, VOG0296, VOG5837, VOG0292, VOG9665, VOG6891, VOG0025
NZ_CP029090.1	2851951	2863478	False	Myoviridae	VOG8432, VOG2069, VOG7530, VOG3801, VOG0623, VOG1309, VOG4600, VOG9738, VOG9737, VOG8467, VOG9634, VOG3580, VOG5472, VOG6057, VOG5623, VOG0942, VOG8243
NZ_CP029090.1	3064143	3099109	False	Siphoviridae	VOG3448, VOG6173, VOG6174, VOG4565, VOG4552, VOG7568, VOG4743, VOG4735, VOG3428, VOG3427, VOG9583, VOG3446, VOG8431, VOG9632, VOG4553, VOG4573, VOG4556, VOG9636, VOG7511, VOG7529, VOG2388, VOG5775
NZ_CP029090.1	3180284	3210500	False	Myoviridae	VOG0985, VOG2703, VOG0275, VOG6438, VOG9739, VOG0296, VOG5837, VOG2339, VOG4906, VOG0585, VOG6989, VOG6891, VOG0025, VOG4851, VOG3851, VOG2186, VOG4995, VOG6418, VOG0298, VOG6256, VOG8432, VOG7530, VOG3801, VOG7488, VOG4600, VOG9633, VOG9634, VOG5472, VOG6057, VOG5623, VOG0942, VOG8243
NZ_CP029090.1	3612937	3654983	False	Siphoviridae	VOG6030, VOG2154, VOG7620, VOG2153, VOG6855, VOG6086, VOG4791, VOG3992, VOG8525, VOG5531, VOG5472, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG4002, VOG6153, VOG4005, VOG4544, VOG1356, VOG10995, VOG10995, VOG0572, VOG2163, VOG6012, VOG2790, VOG2790, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG11071, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980
NZ_CP029090.1	4132028	4159139	False	Myoviridae / Podoviridae	VOG0259, VOG10000, VOG10973, VOG0254, VOG4544, VOG2612, VOG4565, VOG0296, VOG5837, VOG0292, VOG9665, VOG6891, VOG0025, VOG0831, VOG2215, VOG8432, VOG2069, VOG7530, VOG3801, VOG7488, VOG4600, VOG9633, VOG9634, VOG5472, VOG6057, VOG5623
