scaffold	begin	end	transposable	taxonomy	vog
NZ_CP028162.1	713583	734555	False	Myoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG0977, VOG0573, VOG4550, VOG4691, VOG0574, VOG6373, VOG2073, VOG0356, VOG0577, VOG8340, VOG4130, VOG4736, VOG0569, VOG0582, VOG3721, VOG6174, VOG6173
NZ_CP028162.1	915056	953281	False	Siphoviridae	VOG2174, VOG0980, VOG4780, VOG1419, VOG2173, VOG1474, VOG1418, VOG2172, VOG2171, VOG2170, VOG4546, VOG2168, VOG2167, VOG5492, VOG2166, VOG2165, VOG2164, VOG6404, VOG2790, VOG6012, VOG2163, VOG5003, VOG0572, VOG4652, VOG1356, VOG5023, VOG5413, VOG4576, VOG6856, VOG9452, VOG4751, VOG5412, VOG2154, VOG2153, VOG2152, VOG6306, VOG6086, VOG7153, VOG6580, VOG2149, VOG4892, VOG2147, VOG7465, VOG5531, VOG5454, VOG2788, VOG2142, VOG6171, VOG2786
NZ_CP028162.1	1259035	1299128	False	Siphoviridae	VOG2154, VOG7620, VOG2153, VOG6855, VOG6086, VOG4791, VOG3992, VOG8525, VOG5531, VOG5472, VOG8527, VOG4892, VOG3993, VOG3995, VOG10952, VOG3998, VOG10847, VOG3999, VOG3556, VOG4001, VOG10848, VOG4795, VOG4002, VOG6153, VOG4005, VOG4544, VOG1356, VOG10995, VOG0572, VOG2163, VOG6012, VOG2790, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG11071, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG1419, VOG4780, VOG0980, VOG4694
NZ_CP028162.1	2625698	2629313	False	Unknown	VOG4548
NZ_CP028162.1	3650451	3703145	False	Siphoviridae	VOG7568, VOG4743, VOG4545, VOG4735, VOG3428, VOG3427, VOG0704, VOG9583, VOG3446, VOG8431, VOG0242, VOG0204, VOG7285, VOG4556, VOG4553, VOG4544, VOG6182, VOG4565, VOG0615, VOG1254, VOG2309, VOG1093, VOG0292, VOG8653, VOG9665, VOG9749, VOG0189, VOG4636, VOG2703, VOG2215, VOG8722, VOG7314, VOG4861, VOG8432, VOG0944, VOG5532, VOG2069, VOG7530, VOG4567, VOG4861, VOG0623, VOG1309, VOG4600, VOG0226, VOG9633, VOG8433, VOG9634, VOG5472, VOG0943, VOG6990, VOG5623, VOG0942, VOG8243
NZ_CP028162.1	4867209	4873411	False	Unknown	VOG7580, VOG8348, VOG4791, VOG5562, VOG5998, VOG0025
NZ_CP028162.1	4874665	4876807	False	Siphoviridae	VOG2485, VOG9481
NZ_CP028162.1	5143150	5180737	False	Siphoviridae	VOG3239, VOG2703, VOG4799, VOG0267, VOG5260, VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG0847, VOG9890, VOG0724, VOG4589, VOG0204, VOG4553, VOG4568, VOG4556, VOG6182, VOG4841, VOG0300, VOG0438, VOG0615, VOG4552, VOG6438, VOG0025, VOG0189, VOG4851, VOG4552
NZ_CP028162.1	5712430	5748663	False	Siphoviridae	VOG2215, VOG2786, VOG6171, VOG2142, VOG2788, VOG5454, VOG5531, VOG7465, VOG2147, VOG4892, VOG2149, VOG7153, VOG6580, VOG7153, VOG6086, VOG6306, VOG2152, VOG2153, VOG2154, VOG5412, VOG4751, VOG6482, VOG6856, VOG4576, VOG5413, VOG5023, VOG1356, VOG4652, VOG0572, VOG5003, VOG2163, VOG2790, VOG6404, VOG2164, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG4546, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0980
NZ_CP028162.1	6944795	6948506	False	Unknown	VOG2154, VOG2163, VOG2154
