scaffold	begin	end	transposable	taxonomy	vog
NZ_CP065848.1	681958	711933	False	Siphoviridae	VOG8347, VOG2215, VOG0585, VOG0198, VOG3721, VOG6174, VOG6173, VOG3427, VOG3428, VOG4735, VOG0847, VOG0848, VOG0850, VOG4701, VOG4598, VOG3569, VOG9340, VOG4365, VOG0980, VOG0275, VOG3349, VOG0189, VOG2703, VOG4774, VOG9849, VOG4600
NZ_CP065848.1	945261	948986	False	Unknown	VOG7465, VOG5472, VOG9739, VOG0267, VOG4552
NZ_CP065848.1	954742	975042	False	Myoviridae / Siphoviridae	VOG4636, VOG0025, VOG2096, VOG4552, VOG0615, VOG4645, VOG7152, VOG0831, VOG0051, VOG1933, VOG0833, VOG4573, VOG3434, VOG0976, VOG2167
NZ_CP065848.1	2035864	2048566	False	Siphoviridae	VOG5404, VOG1931, VOG0267, VOG4694, VOG9481, VOG2485, VOG2039, VOG0025, VOG5998, VOG5562
NZ_CP065848.1	2539203	2551736	False	Unknown	VOG0248, VOG6396, VOG0944, VOG0945, VOG4600, VOG2486, VOG0083, VOG3239, VOG0275
NZ_CP065848.1	3275046	3314065	True	Siphoviridae	VOG9667, VOG2142, VOG2788, VOG5454, VOG5531, VOG7465, VOG2147, VOG4892, VOG2149, VOG7153, VOG7153, VOG6086, VOG6306, VOG2152, VOG2153, VOG2154, VOG5412, VOG4751, VOG9452, VOG6856, VOG4576, VOG5023, VOG1356, VOG4652, VOG0572, VOG2163, VOG2790, VOG6404, VOG2164, VOG2165, VOG2166, VOG5492, VOG2167, VOG2168, VOG6163, VOG2170, VOG2171, VOG2172, VOG1418, VOG1474, VOG2173, VOG1419, VOG4780, VOG0945, VOG0944, VOG0980
NZ_CP065848.1	3645303	3694012	False	Siphoviridae	VOG6256, VOG8243, VOG3450, VOG5623, VOG6990, VOG2913, VOG6057, VOG8348, VOG4720, VOG8832, VOG5531, VOG4658, VOG0083, VOG7884, VOG0719, VOG1309, VOG4600, VOG5995, VOG7473, VOG6865, VOG6864, VOG6413, VOG7472, VOG9467, VOG6394, VOG2215, VOG0355, VOG4693, VOG7106, VOG2388, VOG2125, VOG0796, VOG4544, VOG7470, VOG2464, VOG5027, VOG2466, VOG5296, VOG2467, VOG6400, VOG2468, VOG2469, VOG11074, VOG2471, VOG5601, VOG2473, VOG5277, VOG1539, VOG3179, VOG4743, VOG7568, VOG3721, VOG6174, VOG6173, VOG3448
NZ_CP065848.1	4690947	4747406	False	Podoviridae	VOG5497, VOG2116, VOG2115, VOG2114, VOG2113, VOG8539, VOG5820, VOG2463, VOG4656, VOG4642, VOG2105, VOG4572, VOG0083, VOG2386, VOG8625, VOG4437, VOG0614, VOG2125, VOG2388, VOG7106, VOG4693, VOG0355, VOG0988, VOG2215, VOG7472, VOG6413, VOG6864, VOG6865, VOG7473, VOG6629, VOG5995, VOG5752, VOG5562, VOG4360, VOG0719, VOG7884, VOG0083, VOG4548, VOG8349, VOG5531, VOG8832, VOG8348, VOG9547, VOG0275, VOG4032
NZ_CP065848.1	5088463	5112773	True	Siphoviridae / Microviridae	VOG0944, VOG0945, VOG0944, VOG5532, VOG0275, VOG0275, VOG0275, VOG0585, VOG0275, VOG0275, VOG6396, VOG2233, VOG2703
NZ_CP065848.1	5172519	5228126	False	Siphoviridae	VOG9495, VOG3448, VOG6173, VOG6174, VOG3721, VOG0980, VOG4365, VOG9340, VOG5820, VOG4598, VOG4701, VOG0850, VOG0848, VOG0847, VOG2121, VOG2120, VOG11086, VOG4704, VOG1527, VOG3649, VOG1329, VOG4611, VOG4564, VOG1518, VOG0796, VOG2125, VOG2388, VOG2545, VOG7106, VOG4693, VOG3064, VOG5375, VOG8428, VOG7472, VOG6413, VOG6864, VOG6865, VOG7473, VOG6629, VOG5995, VOG5752, VOG4360, VOG0719, VOG7884, VOG0083, VOG0982, VOG4548, VOG8349, VOG5531, VOG8832, VOG4720, VOG8348, VOG0938, VOG7465, VOG7480, VOG8347, VOG0275
NZ_CP065848.1	6111850	6117581	False	Unknown	VOG0585
NZ_CP065848.1	6747891	6771831	False	Siphoviridae	VOG7243, VOG2167, VOG5492, VOG4364, VOG4672, VOG0833, VOG4361, VOG0051, VOG0975, VOG7152, VOG0300, VOG4547, VOG0615, VOG4552, VOG2096, VOG0025, VOG0189, VOG4851
